ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
Y	N	2002	20030287	2174	"ENMARK ENERGY, INC"	30666	RIDGELAND	MADISON	MS	855 S. PEAR ORCHARD ROAD SUITE 501	39157						MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	31	0	31	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	31	0	0	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	31	0	0	0	0	0	0	31	0	0	31	0	0	0	0	0	0	0	28	0	3	0	31	28	0	3	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/6/2003	3/6/2003	JEFF THARPE	6019779111	JTHARPE@ENMARKENERGY.COM	6019777994
Y	N	2002	20030274	2161	PUBLIC SERVICE ELECTRIC & GAS CO	15952	NEWARK	ESSEX	NJ	"80 PARK PLAZA, PO BOX 570"	07101						NJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	73	0	73	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	42	8	13	73	0	1	9	42	8	13	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	19	9	24	6	73	0	0	0	13	2	19	9	24	6	73	0	0	0	0	0	0	0	0	0	73	0	73	0	0	73	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/21/2003	3/5/2003	JEFFREY D MCCLENAHAN	9734307823	JEFFREY.MCCLENAHAN@PSEG.COM	9734305519
Y	N	2002	20030276	2163	SPECTRUM FIELD SERVICES INC	31492	VELMA	STEPHENS	OK	PO BOX 610	73491	TULSA	TULSA	OK	"6846 CANTON ST., SUITE 200"	74136	OK	0	0	0	0	0	0	0	0	0	51.7	4	0	0	18.7	0	74.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.7	4	0	0	18.7	0	74.4	0	0	0	0	0	0	0	0	15.4	56	3	0	0	74.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4	56	3	0	0	74.4	0	0	0	0	0	0	0	0	0	0	0	7	0	13	11	6	10	18.1	9.3	74.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	11	6	10	18.1	9.3	74.4	0	0	70.4	4	0	0	74.4	0	0	0	0	0	70.4	4	0	0	74.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/21/2003	3/5/2003	LAWRENCE M PORTER	5804443118	BPORTER@SPECTRUM-SFS.COM	5804443524
Y	N	2002	20030120	1990	TOSCO CORP	26145	SANTA FE SPRINGS	LOS ANGELES	CA	PO BOX 2628	90670						CA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	64	0	79	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	8	56	0	0	64	0	0	23	56	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	64	0	0	0	0	0	0	0	79	0	79	0	0	12	3	0	0	15	35	4	25	0	64	47	7	25	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/31/2003	2/5/2003	LINDA M BOGUE	5629067561	LINDA.M.BOGUE@CONOCOPHILLIPS.COM	5629067561
Y	N	2002	20030284	2171	"ENMARK ENERGY, INC"	30666	RIDGELAND	MADISON	MS	855 S. PEAR ORCHARD ROAD SUITE 501	39157						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	16	0	2	0	18	16	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/6/2003	3/6/2003	JEFF THARPE	6019779111	JTHARPE@ENMARKENERGY.COM	6019777994
Y	N	2002	20030113	1983	PINNACLE NATURAL GAS	857	HOBBS	LEA	NM	PO BOX 2394	88240	HOUSTON		TX	5100 WESTHEIMER SUITE 320	77056	NM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	5	0	0	0	5	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/3/2003	2/4/2003	MIKE TINDLE	5053930411		5053934949
Y	N	2002	20030115	1985	THUMS LONG BEACH CO	19410	LONG BEACH	LOS ANGELES	CA	"111 WEST OCEAN BLVD., SUITE 700"	90801						CA	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	11	0	0	0	2	0	13	0	0	5	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	8	0	0	13	0	0	0	0	8	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	0	0	9	0	0	4	0	13	9	0	0	0	0	0	0	0	0	4	0	4	9	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4/2003	2/4/2003	LANCE M LOMAX	5626243120	LANCE_LOMAX@OXY.COM	5626243224
Y	N	2002	20030088	1958	DAKOTA GASIFICATION COMPANY	515	BEULAH	MERCER	ND	420 COUNTY ROAD 26	58523	BISMARCK		ND	1717 EAST INTERSTATE AVEN	58501	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0	0	0	0	37	0	35	2	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	35	0	37	0	0	0	2	35	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	37	0	0	0	0	0	0	37	0	0	37	0	0	0	0	0	0	0	37	0	0	0	37	37	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/28/2003	2/3/2003	VERNON R NEELY	7018736703	MNEELY@BEPC.COM	7018736842
Y	N	2002	20030082	1952	BAY GAS STORAGE CO. LTD.	30026	MOBILE	MOBILE	AL	PO BOX 1368	36633						AL	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	52	0	53	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	33	18	0	52	0	0	1	34	18	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	29	52	0	0	0	0	0	0	0	24	29	53	0	0	1	0	0	0	1	49	0	3	0	52	50	0	3	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/27/2003	2/3/2003	DAN BURGESS	2814504748	DBURGESS@MOBILE-GAS.COM	2814768292
Y	N	2002	20030070	1940	"HOLLAND, CITY OF - BOARD OF PUBLIC WORKS"	30994	HOLLAND 	OTTAWA	MI	625 HASTINGS AVE	49423	HOLLAND 	OTTAWA	MI	625 HASTINGS AVE	49423	MI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	8	0	1	0	9	8	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/29/2003	1/29/2003	JUDY N. VISSCHER	6163551210	JVISSCHER@HOLLANDBPW.COM	6163551240
Y	N	2002	20030222	2109	"VECTOR PIPELINE, L.P."	31356	DULUTH	ST LOUIS	MN	"LAKE SUPERIOR PLACE, 21 W SUPERIOR ST"	558022067	LIVONIA	WAYNE	MI	"38705 SEVEN MILE RD, STE 245"	48152	MI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	171	0	171	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	171	0	0	0	0	0	171	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	171	0	0	0	0	0	0	0	0	171	171	0	0	0	0	0	0	0	115	53	3	0	171	115	53	3	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/14/2003	3/4/2003	PATRICE M BOLK	2187250105	PATSY.BOLK@ENBRIDGE.COM	2187250139
Y	N	2002	20030223	2110	GEORGIA PACIFIC CORP	6345	CROSSETT	ASHLEY	AR	100 MILL SUPLY ROAD	71635	ATLANTA	FULTON	GA	133 PEACHTREE N.E	30303	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	12	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/14/2003	3/4/2003	KEN CRAVEN 	8705678181	KECRAVEN@GAPAC.COM	
