ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
Y	N	2005	20060109	7332	"BREA CAÑON OIL CO., INC."	30546	HARBOR CITY	LOS ANGELES	CA	23903 S. NORMANDIE AVE	90710-1400	HARBOR CITY	LOS ANGELES	CA	23903 S. NORMANDIE AVE	90710-1400	CA	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	10	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	11	0	11	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/24/2006	1/24/2006	TIMOTHY P. BURCH	3103264002	TPBURCH@BREACANON.COM	3103251986
N	Y	2005	20060105	7334	KERN RIVER GAS TRANSMISSION CO	844	SALT LAKE CITY	SALT LAKE	UT	"2755 EAST COTTONWOOD PARKWAY, SUITE 300"	84121						NV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.031	0	0	0	0	0	275.031	0	275.031	0	0	0	0	0	275.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.818	0	267.213	275.031	0	0	0	7.818	0	267.213	275.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.458	127.573	275.031	0	0	0	0	0	0	0	147.458	127.573	275.031	0	0	0	0	0	0	0	249.581	0	25.45	0	275.031	249.581	0	25.45	0	275.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1/23/2006	1/24/2006	VON MCALLISTER	8019376333	VON.MCALLISTER@KERNRIVERGAS.COM	8019376330
Y	N	2005	20060275	7517	HONEOYE STORAGE CORP.	7338	CANANDAIGUA	ONTARIO	NY	4511 EGYPT ROAD	14424						NY	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	13	6	0	0	0	19	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	13	17	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4	7.6	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	11	0	0	0	0	0	18.4	11.6	0	0	30	0	0	16.99	1.34	0.67	0	19	9.63	1.37	0	0	11	26.62	2.71	0.67	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/21/2006	2/21/2006	JAMES W. SMOOT	5852295161	JWSMOOT@HONEOYESTORAGE.COM	5852292015
Y	N	2005	20060439	7694	PLAINS EXPLORATION & PRODUCTION COMPANY	18667	ORCUTT	SANTA BARBARA	CA	201 S BROADWAY	93455						CA	0	10	0	0	0	0	0	10	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	44	0	0	0	0	0	44	0	0	10	0	0	0	10	0	0	20	5	0	0	25	0	0	0	0	0	0	0	0	1	1	7	0	0	9	0	1	31	12	0	0	44	0	0	0	0	0	0	10	0	0	10	0	0	0	7	4	0	12	0	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	1	9	0	0	0	8	4	0	29	0	3	44	10	0	12	0	11	2	25	7	0	2	0	9	29	0	13	2	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/2/2006	3/2/2006	ROBERT MARSALEK	8059348223	BMARSALEK@PLAINSXP.COM	8059373030
Y	N	2005	20060441	7696	SOUTHERN NATURAL GAS COMPANY	18516	BIRMINGHAM	JEFFERSON	AL	1900 5TH AVE NORTH RM 2332	35203						AL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.002	0	0	0	0	0	6.002	0	6.002	0	0	0	0	0	6.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.337	1.665	0	0	0	6.002	0	4.337	1.665	0	0	0	6.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.315	0	1.251	0.111	0	2.39	0.935	0	6.002	0	1.315	0	1.251	0.111	0	2.39	0.935	0	6.002	0	0	0	0	0	0	0	2.281	2.049	1.672	0	6.002	2.281	2.049	1.672	0	6.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/1/2006	3/2/2006	"KENNETH C. PETERS, MANAGER - DOT COMPLIANCE FIELD SUPPORT"	2053257554	KEN.PETERS@ELPASO.COM	2053253729
N	Y	2005	20060023	7342	HILAND PARTNERS	31719	CARMEN	ALFALFA	OK	4 MILES WEST AND 1/4 SOUTH	73726	ENID	GARFIELD	OK	205 WEST MAPLE SUITE 1100	73701	OK	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	6	9	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	9	6	15	0	0	9	0	0	0	9	0	0	6	0	6	9	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/5/2006	1/25/2006	KENT SALES	5802494517	KSALES@HILANDPARTNERS.COM	5805485188
Y	N	2005	20060132	7357	WAYLAND MUNICIPAL GAS CO.	22280	WAYLAND	HENRY	IA	218 WEST MAIN STREET	52654	WAYLAND	HENRY	IA	218 WEST MAIN STREET	52654	IA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/31/2006	1/31/2006	MARSHA CHALUPA	3192563276	WAYLAND@FARMTEL.NET	
Y	N	2005	20060133	7358	"HOLLAND, CITY OF - BOARD OF PUBLIC WORKS"	30994	HOLLAND 	OTTAWA	MI	625 HASTINGS AVE	49423						MI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	8	0	1	0	9	8	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/1/2006	2/1/2006	JUDY N. VISSCHER	6163551210	JVISSCHER@HOLLANDBPW.COM	6163551240
Y	N	2005	20060292	7543	BP AMERICA PRODUCTION COMPANY	31630	CRANE	CRANE	TX	1501 FM 1601	79731	HOUSTON	HARRIS	TX	501 WESTLAKE PARK BLVD	77079	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	18	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/22/2006	2/22/2006	PAUL C. FALGOUT	2813666382	PAUL.FALGOUT@BP.COM	2813667613
Y	N	2005	20060141	7366	UCAR LOUISIANA PIPELINE COMPANY	19890	PORT LAVACA	CALHOUN	TX	P.O. BOX 186	77903	PORT LAVACA	CALHOUN	TX	P.O. BOX 186	77903	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12	0	0	0	0	0	2.12	0	2.12	0	0	0	0	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12	0	0	0	2.12	0	0	2.12	0	0	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12	0	0	0	0	2.12	0	0	0	0	2.12	0	0	0	0	2.12	0	0	0	0	0	0	0	2.12	0	0	0	2.12	2.12	0	0	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/2/2006	2/2/2006	J. J. WALTHALL	3615533163	WALTHAJJ@DOW.COM	3615533122
