ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2004	20040452	583	CRUDE OIL	12913	"MURPHY OIL USA, INC."	MURPHY OIL CORPORATION	2407 STINSON AVENUE	SUPERIOR	DOUGLAS	WI	54880	200 PEACH STREET	EL DORADO	UNION	AR	71730	0	0	0	0.99	0	0.99	0	0	0	0	0	0	0.99	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	 	0	CRUDE OIL #25	0	0	0	1	1	"LIGHT OIL #21, #22, #23"	0	0	0	0	0	5665319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10/3/2005	10/4/2005	SAMUEL TALARICO   SENIOR MECHANICAL ENGINEER	7153988264	SAM_TALARICO@MURPHYOILCORP.COM	7153988209
Y	N	2004	20040151	187	PETROLEUM & REFINED PRODUCTS	26120	COLLINS PIPELINE LLC		800 BELL STREET	HOUSTON	HARRIS	TX	77002						0	0	0	126	0	126	0	0	0	0	0	0	112	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	126	0	0	0	0	126	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	126	0	126	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	5055605860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0		6/14/2005	6/14/2005	THAD MASSENGALE	7136562258	THAD.MASSENGALE@EXXONMOBIL.COM	7136568232
Y	N	2004	20040154	190	PETROLEUM & REFINED PRODUCTS	31538	"MIRANT PINEY POINT, LLC "	MIRANT CORPORATION	13970 RYCEVILLE ROAD	MECHANICSVILLE	ST. MARYS COUNTY	MD	20659	1155 PERIMETER CENTER WEST	ATLANTA		GA	30338-5416	0	0	0	52	0	52	0	0	0	0	0	0	52	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	52	0	0	0	0	52	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	52	0	52	0	0		0	# 6 FUEL OIL	0	0	0	5	5	# 2 FUEL OIL	1	2	0	0	3	0	0	0	195102787	0	0	52	0	0	0	52	0	0	0	2	16	0	0	0	0	0	0	0	0	0	52	0	52	0	52	0	0	0	0		6/14/2005	6/14/2005	RICHARD MASANIELLO	3016698120	RICHARD.MASANIELLO@MIRANT.COM	3016698030
Y	N	2004	20040302	363	CO2 OR OTHER	31371	"BUCKEYE GULF COAST PIPE LINES, LP "	"BUCKEYE PARTNERS, LP "	"1200 SMITH ST, SUITE 1000"	HOUSTON	HARRIS	TX	77002	"5002 BUCKEYE RD, PO BOX 368"	EMMAUS	LEHIGH	PA	18049	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	73434	72794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6/15/2005	6/21/2005	"DONALD E HANKEY, REGULATORY COMPLIANCE ADMINISTRATOR"	4842324410	DHANKEY@BUCKEYE.COM	4842324545
N	Y	2004	20040456	624	CO2 OR OTHER	31471	PETRO SOURCE CARBON COMPANY		"701 S. TAYLOR, STE 430"	AMARILLO	RANDALL	TX	79101	"6 DESTA DRIVE, STE 6300"	MIDLAND	MIDLAND	TX	79705	0	0	0	118	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	32	118	0	0	0	0	0	0	86	32	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	32	118	0	118	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	116657	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	32	0	86	32	0	0	0	0	0		12/19/2005	12/19/2005	JAMES MURFF	8063767904	JAMESM@RIATAENERGY.NET	8063423141
Y	N	2004	20040005	10	HVLS	31270	TRI-STATES NGL PIPELINE LLC	BP PIPELINES NORTH AMERICA INC.	28100 TORCH PARKWAY	WARRENVILLE	DU PAGE	IL	60555						0	0	0	165	0	165	0	0	0	0	0	0	123	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	120	0	165	0	0	0	0	0	0	120	0	120	0	45	0	0	0	0	0	0	45	0	45	0	0	0	0	120	0	165	0	165	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	2629548000	0	0	0	0	112	112	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	86	0	0	0	0		5/23/2005	5/23/2005	DAVID G. KNOELKE	6308363492	DAVID.KNOELKE@BP.COM	6308363582
Y	N	2004	20040310	372	CO2 OR OTHER	30657	BRAVO PIPELINE COMPANY	OCCIDENTAL OIL AND GAS CORPORATION	4 MILES WEST OF FM 301	SUNDOWN	HOCKLEY	TX	79336	"5 GREENWAY PLAZA, SUITE 100"	HOUSTON	HARRIS	TX	77046	0	0	0	462	0	462	0	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	53	0	135	46	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	188	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	11000000	11000000	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	47	0	0	0	0		6/15/2005	6/21/2005	G TRENT ADCOCK	7133665327	TRENT_ADCOCK@OXY.COM	7139851499
Y	N	2004	20040175	213	HVLS	12628	MOBIL PIPE LINE COMPANY		800 BELL STREET	HOUSTON	HARRIS	TX	77002						0	0	0	270	0	270	0	0	0	0	0	0	161	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	16	78	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	140	92	13	5	9	270	0	0	0	0	92	13	5	9	119	0	0	11	140	0	0	0	0	151	0	0	11	140	92	13	5	9	270	0	270	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	3474163336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	70	0	0	0	0	0		6/15/2005	6/15/2005	MIKE ADAMS	7136563926	M_H_ADAMS@EXXONMOBIL.COM	7136568232
Y	N	2004	20040037	61	HVLS	31375	"AGRIUM US, INC."		227515 E. BOWLES ROAD	KENNEWICK	BENTON	WA	99336  	227515 E. BOWLES ROAD	KENNEWICK	BENTON	WA	99336-    	0	0	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	0	AMMONIA	0	0	0	0	0		0	0	0	0	0	0	0	12400	12400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0		6/1/2005	6/1/2005	JEFFREY J. WAYTASHEK	5095865456	JWAYTASH@AGRIUM.COM	5095865440
Y	N	2004	20050016	744	HVLS	32125	SALMON RESOURCES LTD.	SHELL CANADA LIMITED	2450 TELLER ST.	LAKEWOOD	JEFFERSON	CO	80214						0	0	0	6.51	0.71	5.8	0	0	0	0	0	0	6.51	0.71	5.8	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51	0	0	6.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	5.8	0	0		0		0	0	0	0	0		0	0	0	0	0	0	3346639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2/21/2006	2/21/2006	TAMARA MURRAY	3032386066	SALMONRESOURCES@COMCAST.NET	3032386068
Y	N	2004	20040019	43	CRUDE OIL	31610	BP WESTCOAST PRODUCTS L.L.C.	BP PIPELINES NORTH AMERICA INC.	28100 TORCH PARKWAY	WARRENVILLE	DU PAGE	IL	60555						0	0	0	36	0	36	0	0	0	0	0	0	36	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	18	4	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	13	7	6	2	6	1	36	0	0	0	0	5	2	5	1	13	1	1	4	7	0	0	0	0	13	1	1	4	7	5	2	5	1	26	0	36	0	0	N	0		0	0	0	0	0		0	0	0	0	0	875357737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	0	0		5/25/2005	5/25/2005	DAVID G. KNOELKE	6308363492	DAVID.KNOELKE@BP.COM	6308363582
Y	N	2004	20040345	407	PETROLEUM & REFINED PRODUCTS	22855	"KOCH PIPELINE COMPANY, LP"	"KOCH INDUSTRIES, INC"	4111 EAST 37TH STREET NORTH	WICHITA	SEDGWICH	KS	67220						0	0	0	1222	0	1222	0	0	0	0	0	0	781	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	15	86	145	194	112	347	284	0	0	0	0	0	0	0	0	0	0	0	0	8	1	15	0	0	877	321	0	1222	0	0	0	0	0	877	321	0	1198	0	0	2	0	0	0	0	0	2	0	0	2	0	0	877	321	0	1200	0	1208	0	14	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	33996774258	0	0	290	543	0	0	833	10	3	0	1	1	0	0	0	0	0	0	0	0	0	833	3	264	137	185	0	0	0	0		6/14/2005	6/22/2005	"KARLENE M MITCHELL, PROGRAM COORDINATOR"	3168284121	KARLENE.MITCHELL@KOCHPIPELINE.COM	3165296377
Y	N	2004	20040349	411	CRUDE OIL	31824	CALUMET PRINCETON REFINERY	"CALUMET LUBRICANTS COMPANY, L.P."	10234 HIGHWAY 157	PRINCETON	BOSSIER	LA	71067	2780 WATERFRONT PKWY E DR SUITE 200	INDIANAPOLIS	MARION	IN	46214	0	0	0	34	0	34	0	0	0	0	0	0	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	0	34	0	0	0	34	N	0		0	0	0	0	0		0	0	0	0	0	12728172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6/22/2005	6/22/2005	SCOTT S. JONES	3189492421	SCOTT@CALUMETLUBRICANTS.COM	3189492543
Y	N	2004	20040015	28	HVLS	31189	BP PIPELINES NORTH AMERICA INC.		28100 TORCH PARKWAY	WARRENVILLE	DU PAGE	IL	60555						0	0	0	876	0	876	0	0	0	0	0	0	471	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	504	169	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	658	63	46	2	876	0	0	0	0	631	36	40	1	708	0	0	0	53	0	0	0	0	53	0	0	0	53	631	36	40	1	761	0	876	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	3193974000	0	0	0	0	117	117	0	0	234	13	13	12	0	1	1	0	0	0	0	0	0	0	0	235	13	69	23	93	0	0	0	0		5/24/2005	5/24/2005	DAVID G. KNOELKE	6308363492	DAVID.KNOELKE@BP.COM	6308363582
Y	N	2004	20040355	417	HVLS	22465	WESTERN GAS RESOURCES		1099 18TH STREET SUITE 1200	DENVER	DENVER	CO	80202						0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	4		0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6/21/2005	6/22/2005	"MATTHEW C NORTON, DOT/PSM COMPLIANCE TECHNICIAN"	3034525603	MNORTON@WESTERNGAS.COM	7202640497
