ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2007	20070098	3459	CRUDE OIL	30658	KERN OIL & REFINING CO.	CASEY CO.	7724  EAST PANAMA LANE	BAKERSFIELD 	KERN	CA	93307						0	0	0	18.57	0	18.57	0	0	0	0	0	0	18.57	0	18.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.25	3.02	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.56	0	0	0	2.8	1.21	0	18.57	0	0	0	0	0	2.8	1.21	0	4.01	0	14.56	0	0	0	0	0	0	14.56	0	14.56	0	0	0	2.8	1.21	0	18.57	0	0	0	18.57	N	0	CRUDE OIL	1	0	0	0	1		0	0	0	0	0	126000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.57	0	0	0	0	0	0	0	0	18.57	0	0	0	0	0	0	18.57	0		4/29/2008	5/1/2008	"PATTY LEE KUSEK, SENIOR ENVIRONMENTAL AFFAIRS COORDINATOR"	6618450761	PKUSEK@KERNOIL.COM	6618450330
Y	N	2007	20070101	3463	HVLS	32007	SUPERIOR PIPELINE COMPANY L.L.C.	UNIT CORPORATION	7130 S. LEWIS         SUITE 510	TULSA	TULSA	OK	74136-5487						0	0	0	11.125	0	11.125	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.125	11.125	0	0	0	0	0	0	0	11.125	11.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.125	11.125	0	0	0	11.125	N	0	NGL	3	0	0	0	3		0	0	0	0	0	0	13989139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.72	0	0	0	0	0	0	0	0	6.72	0	0	0	0	0	0	6.72	0		5/2/2008	5/2/2008	GARY COOK	9184775607	GCOOK@SUPERIORPIPELINE.COM	9183827222
Y	N	2007	20070223	3621	CRUDE OIL	31878	BRIDGER PIPELINE LLC		455 N. POPLAR ST	CASPER	NATRONA	WY	82601	455 N. POPLAR ST	CASPER	NATRONA	WY	82601	0	0	0	272	0	272	0	0	0	0	0	0	68	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	51	78	0	6	272	0	0	137	0	51	78	0	6	272	0	0	0	0	0	0	0	0	0	0	0	137	0	51	78	0	6	272	0	272	0	0	N	0	CRUDE OIL	0	2	2	0	4		0	0	0	0	0	3315598672	0	0	0	0	0	53.3	0	0	0	53.3	59	59	0	0	0	0	0	0	0	0	0	0	0	0	53.3	59	0	0	47	38	0	0	0		6/10/2008	6/10/2008	TYLER REECE	3072660372	TREECE@TRUECOS.COM	3072660205
Y	N	2007	20070227	3626	CRUDE OIL	31695	PACIFIC MARKETING AND TRANSPORTATION LLC	"PLAINS ALL AMERICAN PIPELINE, L.P."	5900 CHERRY AVENUE	LONG BEACH	LOS ANGELES	CA	90805	"333 CLAY ST., SUITE 1600"	HOUSTON	HARRIS	TX	77002	0	0	0	72.336	0	72.336	0	0	0	0	0	0	72.336	0	72.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.783	14.928	11.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.735	0	0	0	30.082	32.519	0	72.336	0	0	0	0	0	30.082	32.519	0	62.601	0	9.735	0	0	0	0	0	0	9.735	0	9.735	0	0	0	30.082	32.519	0	72.336	0	72.336	0	0	N	0	CRUDE OIL	9	0	0	0	9		0	0	0	0	0	114547927	0	0	0	0	0	3.3	3.3	0	0	6.6	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	9.9	0	84	0	0	0	0	0	0		6/11/2008	6/11/2008	"ANN GOODINE, COMPLIANCE SPECIALIST"	5627282851	RAGOODINE@PAALP.COM	5627282350
Y	N	2007	20070229	3629	PETROLEUM & REFINED PRODUCTS	31174	"SHELL PIPELINE CO., L.P."		777 WALKER STREET 	HOUSTON	HARRIS	TX	77002						0	0	0	455	0	455	0	0	0	0	0	0	311	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	100	29	112	3	63	22	2	0	94	0	0	5	0	0	2	0	9	0	0	6	121	116	65	14	28	96	455	0	0	2	12	51	15	28	79	187	0	0	102	103	15	0	0	0	220	0	0	104	115	66	15	28	79	407	0	446	0	9	Y	0		0	0	0	0	0		0	0	0	0	0	0	0	0	11433769265	0	0	149	203	54	0	406	30	28	3	0	23	1	0	0	0	0	0	0	0	0	407	28	39	50	33	91	81	17	0		6/10/2008	6/11/2008	"SHAWN HANSSON, ASSET INTEGRITY ENGINEER"	7132413489	SHAWN.HANSSON@SHELL.COM	7132410366
Y	N	2007	20070112	3480	CRUDE OIL	31570	TESORO - HIGH PLAINS PIPELINE COMPANY		300 CONCORD PLAZA	SAN ANTONIO	BEXAR	TX	78216-6999						0	0	0	209.5	0	209.5	0	0	0	0	0	0	74.8	0	74.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.2	19.6	0	81.2	0	73.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	33	68.3	0	30	0	209.5	0	0	99	33	0	0	30	0	162	0	0	47.5	0	0	0	0	0	47.5	0	0	146.5	33	0	0	30	0	209.5	0	209.5	0	0	N	0		0	0	0	0	0		0	0	0	0	0	4300034428	0	0	0	0	0	88.97	88.97	0	0	177.94	36	10	0	0	17	0	0	0	0	0	0	0	0	0	177.94	10	0	0	52.9	1.4	20.5	0	0		5/7/2008	5/7/2008	LORI MENKE	2106266526	LMENKE@TSOCORP.COM	2107454631
Y	N	2007	20070246	3646	HVLS	20160	"PETROLOGISTICS OLEFINS, LLC"		60825-A HWY 1148 WEST	PLAQUEMINE	IBERVILLE	LA	70764	"909 FANNIN, SUITE 2630"	HOUSTON	HARRIS	TX	77010	0	0	0	329	0	329	0	0	0	0	0	0	145	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	113	71	90	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	26	329	0	0	0	303	0	0	0	26	329	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	26	329	0	329	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	120113	0	0	0	0	50.19	50.19	0	0	100.38	1	1	1	0	0	9.2	0	0	0	2.1	0	0	0	0	111.68	1	22	100	111	12	8.02	4.3	0		6/11/2008	6/11/2008	PATRICK BARDWELL	2257067683	PBARDWELL@PETROLOGISTICS.COM	2257067050
Y	N	2007	20070128	3499	CRUDE OIL	31937	"TPCO, LLC"		"602 CRESCENT PLACE, SUITE 100"	RIDGELAND	MADISON	MS	39157	"602 CRESCENT PLACE, SUITE 100"	RIDGELAND	MADISON	MS	39157	12	0	12	12	0	12	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	24	0	12	0	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	24	0	0	0	24	N	0		0	0	0	0	0		0	0	0	0	0	444000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	24	0	12	12	12	12	12	12	0		5/15/2008	5/15/2008	GEORGE RHODES	6018987444	GRHODES@TELLUSOOPERATING.COM	6018987445
Y	N	2007	20070131	3502	CRUDE OIL	32253	TESORO LOS ANGELES REFINERY 		300 CONCORD PLAZA DRIVE	SAN ANTONIO	USA	TX	78216-6999						0	0	0	1.59	0	1.59	0	0	0	0	0	0	1.59	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	1.59	0	0	0	1.59	0	0	0	0	1.59	0	0	0	1.59	N	0		0	0	0	0	0		0	0	0	0	0	12648128.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0		5/15/2008	5/15/2008	LORI MENKE	2106266526	LMENKE@TSOCORP.COM	2107454631
Y	N	2007	20070258	3661	HVLS	26086	SEADRIFT PIPELINE CORP	"THE DOW CHEMICAL COMPANY, INC."	P.O. BOX 186	PORT LAVACA	CALHOUN	TX	77979	1000 CR 340	ANGLETON	BRAZORIA	TX	77515	0	0	0	952.19	0	952.19	0	0	0	0	0	0	321	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.1	456.19	200.16	92.8	112.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.3	595.72	175.25	1.23	45.69	0	952.19	0	0	9.3	595.72	175.25	1.23	45.69	0	827.19	0	0	125	0	0	0	0	0	125	0	0	134.3	595.72	175.25	1.23	45.69	0	952.19	0	952.19	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	1671768881	0	0	0	0	303.81	0	0	0	303.81	5	0	0	0	0	6.4	0	0	0	0.94	0	0	0	0	311.15	0	0	69	194	125	149.3	120.7	0		6/12/2008	6/12/2008	RICHARD L. SCOTT	3615533005	SCOTTRL1@DOW.COM	3615533122
Y	N	2007	20070262	3665	HVLS	11032	LACLEDE GAS CO	THE LACLEDE GROUP	3950 FOREST PARK	ST. LOUIS	ST. LOUIS	MO	63108	720 OLIVE	ST LOUIS	ST. LOUIS	MO	63101	0	0	0	39	0	39	0	0	0	0	0	0	39	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	26	4	1	0	0	39	0	0	2	26	4	1	0	0	33	6	0	0	0	0	0	0	0	6	6	0	2	26	4	1	0	0	39	0	39	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	93586263	0	0	0	0	5	5	0	0	10	1	1	0	1	0	0	0	0	0	0	0	0	0	0	10	1	0	11	17	0	6	5	0		6/12/2008	6/12/2008	KENT ALMS	3146585403	KALMS@LACLEDEGAS.COM	3145359414
Y	N	2007	20070265	3668	CRUDE OIL	30969	MAIN PASS OIL GATHERING SYSTEM	"BP PIPELINES (NORTH AMERICA), INC."	28100 TORCH PARKWAY	WARRENVILLE	DU PAGE	IL	60555						0	0	0	93	93	0	0	0	0	0	0	0	4	4	0	0	0	26	6	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	93	0	0	0	0	0	0	91	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	91	93	0	0	0	Y	0		0	0	0	0	0		0	0	0	0	0	2344000000	0	0	0	0	0	62	62	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	4	0	0	0		6/12/2008	6/12/2008	JUDY R. MUNDT	6308363490	JUDY.MUNDT@BP.COM	6308363582
Y	N	2007	20070009	3138	PETROLEUM & REFINED PRODUCTS	31136	WICKLAND OIL COMPANY		8950 CAL CENTER DR.  SUITE # 125	SACRAMENTO	SACRAMENTO	CA	95826						0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	10	0	0		10		0	0	0	0	0		0	0	0	0	0	0	0	0	19628800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	10	10	10	0		2/4/2008	2/4/2008	MYLES BUTLER	9169782421	MBUTLER@WICKLAND.COM	9169782410
Y	N	2007	20070271	3675	CRUDE OIL	2731	CHEVRON PIPE LINE CO		4800 FOURNACE PLACE	BELLAIRE	HARRIS	TX	77401						0	0	0	1991.22	1146.94	844.28	0	0	0	0	0	0	648.29	139.52	508.77	62.4	251.59	191.27	254.33	141.96	79.36	7.07	0	158.98	0	0	0	0	0	0	0	0	0	15.16	58.44	28.13	403.29	44.61	12	60.82	168.02	53.8	0	0	0	0	0	0	0	0	0	41.35	27.54	0	182.5	471.7	396.83	321.28	527.76	22.26	0	1991.22	0	0	0	0	186	180	15	0	381	68	128	333	223	0	0	0	0	752	68	128	333	223	186	180	15	0	1133	1146.94	838.53	0	5.75	N	0	CRUDE OIL	16	16	3	9	44		0	0	0	0	0	9069299523	0	0	0	0	0	381.7	381.7	0	0	763.4	19	19	3	8	5	34.87	0	1	1	0	0	0	0	0	798.27	20	226.15	197.31	64.67	28.85	24.72	49.87	0		6/12/2008	6/12/2008	J. R. BURKE	7134323206	RBURKE@CHEVRON.COM	7134323477
Y	N	2007	20070018	3166	CRUDE OIL	30787	NIPPON OIL EXPLORATION USA LIMITED		"5847 SAN FELIPE, STE 2800"	HOUSTON	HARRIS	TX	77057						0	0	0	30.09	27.12	2.97	0	0	0	0	0	0	30.09	27.12	2.97	0	0	27.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.09	0	0	30.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.12	2.97		30.09		0	0	0	0	0		0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.09	0	0	0	0	0	0	0	0	30.09	0	0	0	0	0	30.09	0	0		2/19/2008	2/19/2008	TONY HUBBLE	7132607463	TONY@NOEX.COM	7132607463
