ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2008	20080142	4783	CRUDE OIL	32224	PACIFIC ENERGY RESOURCES LTD (PERL)		111 OCEAN BLVD   SUITE 1240	LONG BEACH 	LOS ANGELES	CA	90802						0	0	0	17.79	15.23	2.56	0	0	0	0	0	0	17.79	15.23	2.56	0	0	0	0	0	0	15.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2	0.36	0.23	17.79	0	0	0	0	0	17.2	0.36	0.23	17.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2	0.36	0.23	17.79	15.23	2.56	0	0	N	0	CRUDE OIL	1	0	0	0	1		0	0	0	0	0	19420441	0	0	19420441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1	0	0	0.26	0	17.86	0		5/12/2009	5/12/2009	"RICK ARMSTRONG, DOT SPECIALIST"	5626281526	RARMSTRONG@PACENERGY.COM	5626281536
N	Y	2008	20080288	5070	CRUDE OIL	26041	"KINDER MORGAN LIQUID TERMINALS, LLC"		1100 W. TOWN AND COUNTRY RD.	ORANGE	ORANGE	CA	92868	"500 DALLAS STREET, SUITE 1000"	HOUSTON	HARRIS	TX	77002	0	0	0	0.27	0	0.27	0	0	0	0	0	0	0.27	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0.27	0	0	0	0	0	0	0.27	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0.27	0	0	0	0	N	0	CRUDE	0	2	0	3	5		0	0	0	0	0	95546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0		6/11/2009	6/11/2009	YVETTE ABRAHAM	7133699513	YVETTE_ABRAHAM@KINDERMORGAN.COM	7133699513
Y	N	2008	20080293	5074	CRUDE OIL	11733	LOOP INC		"111 VETERANS MEMORIAL BLVD., SUITE 600"	METAIRIE	JEFFERSON	LA	70005	POST OFFICE BOX 7250	METAIRIE	JEFFERSON	LA	70010	0	0	0	112.5	22.6	89.9	0	0	0	0	0	0	38.25	3	35.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	88.3	0	0	0	0	0	0	0	109.4	0	3.1	112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.6	89.9	0	0	N	0	CRUDE OIL	1	0	0	15	16		0	0	0	0	0	40852116635	0	0	0	0	0	101.9	101.9	0	0	203.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.8	0	0	101.9	0	0	0	0	0		6/11/2009	6/11/2009	"CYNTHIA A. GARDNER-LEBLANC, SR. REGULATORY REPRESENTATIVE"	5043639299	CGLEBLANC@LOOPLLC.COM	5043639290
Y	N	2008	20080019	4264	HVLS	3156	DAVIS GAS PROCESSING	"DGP LULING PIPELINE, LLC"	211 N. COLORADO	MIDLAND	MIDLAND                  	TX	79701	211 N. COLORADO	MIDLAND	MIDLAND                  	TX	79701	0	0	0	30	0	30	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	30	0	0	0	0	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	30	0	30	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	30	0	0	0	0	0	30	0	0		2/10/2009	2/10/2009	BOBBY ROACH	4325631247	BROACH@AZTECGAS.COM	4325630803
Y	N	2008	20080153	4823	HVLS	32007	SUPERIOR PIPELINE COMPANY L.L.C.	UNIT CORPORATION	7130 S. LEWIS         SUITE 510	TULSA	TULSA	OK	74136-5487						0	0	0	11.125	0	11.125	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.125	11.125	0	0	0	0	0	0	0	11.125	11.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.125	11.125	0	0	0	11.125	N	0	NGL	3	0	0	0	3		0	0	0	0	0	0	18120897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5/18/2009	5/18/2009	GARY COOK	9184775607	GCOOK@SUPERIORPIPELINE.COM	9183827222
Y	N	2008	20080299	5085	CRUDE OIL	32147	MARATHON PIPE LINE LLC		539 SOUTH MAIN STREET	FINDLAY	HANCOCK	OH	45840	539 SOUTH MAIN STREET	FINDLAY	HANCOCK	OH	45840	0	0	0	1595.511	160.06	1435.451	0	0	0	0	0	0	667.951	0	667.951	0	0.824	115.27	0	43.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0	57.752	51.773	120.674	59.503	269.809	0	290.435	294.954	270.603	0	0	19.816	0	0	0	0	0	0	47.884	63.215	647.164	195.119	425.092	86.733	106.337	23.966	1595.51	0	0	0	0	206.138	0.321	101.255	23.283	330.997	0.032	53.995	119.483	179.981	0	0	0	0	353.491	0.032	53.995	119.483	179.981	206.138	0.321	101.255	23.283	684.488	160.06	1397.584	0	37.867	N	0	CRUDE	32	20	30	8	90		0	0	0	0	0	67664218108	0	0	0	0	0	256.518	256.518	0	0	513.036	173	106	1	1	8	0	0	0	0	0	0	0	0	0	513.036	106	233.915	182.62	129.391	104.165	10.88	0.38	0		6/12/2009	6/12/2009	THERESA RIESEN	4194295696	TJRIESEN@MARATHONOIL.COM	4194213917
Y	N	2008	20080027	4304	PETROLEUM & REFINED PRODUCTS	30901	AIRCRAFT SERVICES INTERNATIONAL GROUP (ASIG)		6000 DEHAVILLAND AVE.	ANCHORAGE	NA	AK	99502						0	0	0	7.1	0	7.1	0	0	0	0	0	0	7.1	0	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	7.1	0	0	0	0	0	0	7.1	0	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	7.1	0	0	0	7.1	N	0	JET FUEL	1	0	0	0	1		0	0	0	0	0	0	0	0	3588601826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	0	0	0		2/20/2009	2/20/2009	MARC G. MCCAFFERTY	9072494202	MARC.MCCAFFERTY@ASIG.COM	9072483360
Y	N	2008	20080029	4324	CRUDE OIL	31296	"VENOCO, INC"		6267 CARPINTERIA AVE.	CARPINTERIA	SANTA BARBARA	CA	93013	"370 17TH STREET, SUITE 3900"	DENVER		CO	80202-1371	0	0	0	49.9	18.9	31	0	0	0	0	0	0	49.9	18.9	31	0	3	0	3.35	12.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	4.65	0	9.47	2.57	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4.05	35.47	0.37	10.01	0	0	49.9	0	0	4.05	35.47	0.37	10.01	0	0	49.9	0	0	0	0	0	0	0	0	0	0	0	4.05	35.47	0.37	10.01	0	0	49.9	0	0	18.9	31	N	8.02		0	0	0	1	1		0	0	0	0	0	1358703150	0	0	0	0	0	18.9	18.9	0	0	37.8	0	0	0	0	0	3.41	0	0	0	0	0	0	0	0	41.21	0	3.41	0	7.03	15.9	19.57	0	0		2/23/2009	2/23/2009	BOB HALDEMAN	8057452150	RJ.HALDEMAN@VENOCOINC.COM	
Y	N	2008	20080165	4887	HVLS	26302	MUSTANG PIPELINE CO		PO BOX 7444	LONGVIEW	HARRISON	TX	75607						0	0	0	89	0	89	0	0	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5	0	44.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	89	0	0	0	0	0	89	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	89	0	89	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	685939942	0	0	0	0	44.5	44.5	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	44.5	44.5	0	0	44.5		5/26/2009	5/26/2009	CURTIS G. BROWN	9032376606	CGBROWN@EASTMAN.COM	9032375743
Y	N	2008	20080301	5087	HVLS	32147	MARATHON PIPE LINE LLC		539 SOUTH MAIN STREET	FINDLAY	HANCOCK	OH	45840	539 SOUTH MAIN STREET	FINDLAY	HANCOCK	OH	45840	0	0	0	87.225	0	87.225	0	0	0	0	0	0	56.546	0	56.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.893	0.211	0.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.471	0	1.15	0.149	1.455	87.225	0	0	0	0	0	0	0.148	1.437	1.585	0	0	0	49.616	0	0	0	0	49.616	0	0	0	49.616	0	0	0.148	1.437	51.201	0	84.744	0	2.481	N	0	HVL	10	0	0	0	10		0	0	0	0	0	0	392421259	0	0	0	0	13.663	13.663	0	0	27.326	5	1	1	0	0	0.41	0	0	0	0	0	0	0	0	27.736	1	12.181	0.41	13.663	1.97	15.321	0	0		6/12/2009	6/12/2009	THERESA RIESEN	4194295696	TJRIESEN@MARATHONOIL.COM	4194213917
Y	N	2008	20080037	4384	HVLS	3345	DEVON ENERGY PRODUCTION CO. LP   	DEVON ENERGY CORPORATION	20 NORTH BROADWAY ST	OKLAHOMA CITY	OKLAHOMA	OK	73102-8260	DEVON ENERGY CORPORATION	OKLAHOMA CITY	OK	OK	73102-8260	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	1		0	0	0	0	0		0	0	0	0	0	0	13768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3/4/2009	3/4/2009	R. GLENN SMITH	4052288373	GLENN.SMITH@DVN.COM	
Y	N	2008	20080040	4387	CRUDE OIL	30003	HOUSTON REFINING LP.		12000 LAWNDALE	HOUSTON	HARRIS	TX	77017						0	0	0	1	0	1	0	2	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	3	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	3	0	0	N	0		0	0	0	0	0		0	0	0	4	4	30000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		2/27/2009	3/5/2009	"GREG WILSON, DOT COMPLIANCE COORDINATOR"	7133214356	GREGORY.WILSON@LYONDELLBASELL.COM	7133216039
Y	N	2008	20080041	4388	PETROLEUM & REFINED PRODUCTS	30003	HOUSTON REFINING LP.		12000 LAWNDALE	HOUSTON	HARRIS	TX	77017						0	0	0	1	0	1	0	2	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	3	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	100000000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0		2/27/2009	3/5/2009	"GREG WILSON, DOT COMPLIANCE COORDINATOR"	7133214356	GREGORY.WILSON@LYONDELLBASELL.COM	7133216039
Y	N	2008	20080316	5102	CRUDE OIL	31454	"NUSTAR LOGISTICS, L.P."		2330 N. LOOP 1604 WEST	SAN ANTONIO	BEXAR	TX	78248						0	0	0	510.831	0	510.831	0	0	0	0	0	0	83.13	0	83.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.043	59.754	11.426	3.741	298.496	130.371	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	42.677	7.043	43.399	0	413.8	3.882	510.831	0	0	0	0	0	0	413.8	1.045	414.845	0	0	30.728	7.043	0	0	0	0	37.771	0	0	30.728	7.043	0	0	413.8	1.045	452.616	0	506.602	0	4.229	Y	7.043		0	0	0	0	0		0	0	0	0	0	11941620914	0	0	0	0	0	14.29	14.29	0	0	28.58	4	4	0	0	0	0	0	0	0	0	0	0	0	0	28.58	4	16	0	10	48	1	3	0		6/12/2009	6/12/2009	CHAD HAEGELIN	2109182000	CHAD.HAEGELIN@NUSTARENERGY.COM	
