ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2006	20060039	1963	PETROLEUM & REFINED PRODUCTS	2714	"DOMINION TRANSMISSION, INC."		445 W MAIN ST	CLARKSBURG	HARRISON	WV	26301						0	0	0	29	0	29	0	0	0	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.23	1.77	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	22134307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.23	0	0	0	0	0		3/13/2007	3/13/2007	SHAWN MILLER	3046273404	SHAWN.A.MILLER@DOM.COM	3046273538
Y	N	2006	20060178	2423	PETROLEUM & REFINED PRODUCTS	31977	"TARGA RESOURCES, INC."		3807 LUKE POWERS RD.	LAKE CHARLES	CALCASIEU	LA	70615	"1000 LOUISIANA, SUITE 4300"	HOUSTON	HARRIS	TX	77002	4	0	4	5	0	5	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	9	0	0	0	0	5	0	0	0	5	4	0	0	0	0	0	0	0	4	4	0	0	0	5	0	0	0	9	0	0	0	9		0		0	0	0	0	0		0	0	0	0	0	0	0	0	2851650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0		6/11/2007	6/11/2007	CRISS HUCKINS	3374944407	PHOWERTON@TARGARESOURCES.COM	
Y	N	2006	20060181	2426	HVLS	22175	"TARGA MIDSTREAM SERVICES, LP"	"TARGA RESOURCES, INC."	18 CHAPPELL HILL ROAD	PETAL	FOREST COUNTY	MS	39426	"1000 LOUISIANA, SUITE 4300"	HOUSTON	HARRIS	TX	77002	0	0	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	2		0		0	0	0	0	0		0	0	0	0	0	0	3727693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6/11/2007	6/11/2007	TONY M. GRAHAM	6015445051	THUFFER@TARGARESOURCES.COM	
Y	N	2006	20060183	2428	CO2 OR OTHER	31723	"EXXONMOBIL REFINING AND SUPPLY COMPANY, U.S.A."		4045 SCENIC HIGHWAY	BATON ROUGE	EAST BATON ROUGE	LA	70805	3225 GALLOWS ROAD	FAIRFAX		VA	22037	22.727	0	22.727	0	0	0	0	0	0	0	0	0	22.727	0	22.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.363	11.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.363	0	11.363	0	0	0	0	0	0	22.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.727		0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6/11/2007	6/11/2007	"CAL EBEY, MECHANICAL CONTACT ENGINEER"	2259777144	CAL.C.EBEY@EXXONMOBIL.COM	
Y	N	2006	20060184	2429	PETROLEUM & REFINED PRODUCTS	31613	ENBRIDGE PIPELINES (EAST TEXAS) L.P.		1100 LOUISIANA STE 3300	HOUSTON	HARRIS	TX	77002	1100 LOUISIANA STE 3300	HOUSTON	HARRIS	TX	77002	0	0	0	87.9	0	87.9	0	0	0	0	0	0	14.77	0	14.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	27.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.7	0	0	0	11.7	4.6	9.9	87.9	0	0	0	0	0	11.7	4.6	9.9	26.2	0	61.7	0	0	0	0	0	0	61.7	0	61.7	0	0	0	11.7	4.6	9.9	87.9	0	87.9	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	67332423.19	0	0	0	0	0	0	0	0	0	0	0	0	61.55	0	0	0	0	0	0	0	0	61.55	0	0	61.55	0	0	0	0	0		6/11/2007	6/11/2007	GREGG JOHNSON	7133536369	GREGG.JOHNSON@ENBRIDGE.COM	7133535620
Y	N	2006	20060057	2125	PETROLEUM & REFINED PRODUCTS	26039	FLORIDA POWER & LIGHT COMPANY		2400 PORT WEST BLVD	WEST PALM BEACH	PALM BEACH	FL	33407	700 UNIVERSE BLVD	JUNO BEACH	PALM BEACH	FL	33408	0	0	0	51.835	0	51.835	0	0	0	0	0	0	51.835	0	51.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.449	35.549	0	0	0	0	0	2.837	0	0	0	0	0	0	0	0	0	0	51.835	0	0	0	51.835	0	0	0	0	51.835	0	0	0	51.835	0	0	0	0	0	0	0	0	0	0	0	0	0	51.835	0	0	0	51.835	0	35.549	0	16.286		0	NO. 6 FUEL OIL	0	0	1	2	3		0	0	0	0	0	0	0	0	214405558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.549	2.837	13.449	0	0	0		4/25/2007	4/25/2007	ROBERT LIPPMAN	5616912857	BOB_LIPPMAN@FPL.COM	5616912606
Y	N	2006	20060199	2451	HVLS	31869	"PRISM GAS SYSTEMS I, L.P."		155 PRIVATE ROAD 1133	WASKOM	HARRISON	TX	75692	"2350 AIRPORT FREEWAY, SUITE 505"	BEDFORD	TARRANT	TX	76022	0	0	0	40	0	40	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	40	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	46678528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	40	0	0	0	40	0	0	0	0		6/12/2007	6/12/2007	WILLIAM C. ALLISON	8178643136	WALLISON@PRISMGAS.COM	8178643101
Y	N	2006	20060075	2186	PETROLEUM & REFINED PRODUCTS	31049	MCCHORD PIPELINE CO.	U.S. OIL & REFINING CO.	3001 MARSHALL AVENUE	TACOMA	PIERCE	WA	98401-0116	3001 MARSHALL AVENUE	TACOMA	PIERCE	WA	98401-0116	0	0	0	14.25	0	14.25	0	0	0	0	0	0	14.25	0	14.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1.25	14.25	0	0	0	0	0	0	0	1.25	1.25	0	0	0	13	0	0	0	0	13	0	0	0	13	0	0	0	1.25	14.25	0	14.25	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0	14217616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.25	0	0	0		5/2/2007	5/2/2007	GEORGE A. HILLS	2536803247	GAH@USOR.COM	2533839970
Y	N	2006	20060083	2245	PETROLEUM & REFINED PRODUCTS	31699	NORFOLK SOUTHERN RAILWAY BROSNAN YARD PIPELINE		355 TURPIN STREET	MACON	BIBB	GA	31206	1200 PEACHTREE ST.  NE 	ATLANTA 	FULTON	GA	30309	0	0	0	5.5	0	5.5	0	0	0	0	0	0	5.5	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	5.5	0	0	0	0	5.5	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	5.5	0	0	0	5.5	 	0		0	0	0	0	0		0	0	0	0	0	0	0	0	516763	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	5.5	0	0	0	5.5	0	0	0	0		5/2/2007	5/15/2007	N.K. LAU SHOPS AND EQUIPMENT ENGR	4045826747	NKLAU@NSCORP.COM	4045826750
Y	N	2006	20060086	2265	CRUDE OIL	31663	RUNNING HORSE PIPELINE	NAVAJO NATION OIL & GAS	P.O. BOX 4439	WINDOW ROCK	APACHE	AZ	86151						0	0	0	87.51	0	87.51	0	0	0	0	0	0	22.22	0	22.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.51	0	0	0	0	0	87.51	0	0	87.51	0	0	0	0	0	87.51	0	0	0	0	0	0	0	0	0	0	0	87.51	0	0	0	0	0	87.51	0	0	0	87.51		0		0	0	0	0	0		0	0	0	0	0	446157659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.51	0	0	0		5/22/2007	5/22/2007	KEITH GRIFFIN - PIPELINE STRATEGIES & INTEGRITY	7195209279	KEITH@PIPESTRAT.COM	7195209867
Y	N	2006	20060213	2470	CRUDE OIL	15774	ENBRIDGE PIPELINES (NORTH DAKOTA) LLC	"ENBRIDGE ENERGY PARTNERS, L.P."	119 N 25TH STREET E	SUPERIOR	DOUGLASS	WI	54880	1100 LOUISIANA - SUITE 3200	HOUSTON	HARRIS	TX	77002	0	0	0	558	0	558	0	0	0	0	0	0	42	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	87	118	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	8	0	558	0	0	0	57	0	65	8	0	130	0	0	0	484	0	0	0	0	484	0	0	0	541	0	65	8	0	614	0	511	0	47	N	43		0	0	0	0	0		0	0	0	0	0	11795921128	0	0	0	0	0	87	87	0	0	174	53	69	1	0	0	0	0	0	0	0	0	0	0	0	174	69	0	9	25	4	2	0	0		6/13/2007	6/13/2007	THERESA PICTON	7153941468	THERESA.PICTON@ENBRIDGE.COM	7153941500
