RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19950011	95	11	"MCLEAN, CITY OF                                   "	12288	220 NORTH MAIN                          	MCLEAN                   	GRAY                     	TX	79057	                                        	                         	                         	  	     	TX                                      	0	5	0	0	45	0	0	0	0	0	50	0	0	0	0	540	0	0	0	0	0	540	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	15	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	7	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	7	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		FRED SMITH - SUPERINTENDANT                                 	8067792481	3/4/1996	
19950012	95	12	WATERTOWN MUNICIPAL GAS DEPT                      	22231	901 FOURTH AVE S.W.                     	WATERTOWN                	CODINGTON                	SD	57201	                                        	                         	                         	  	     	SD                                      	0	0	0	166	0	0	0	0	0	0	166	0	0	0	7836	0	0	0	0	0	0	7836	0	89	68	6	3	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	68	6	3	0	166	100	0	4693	3136	7	0	0	7836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4693	3136	7	0	0	7836	0	10	0	0	0	0	1	0	1	1	20	9	5	0	0		ROBERT MAGSTADT - GAS SUPERINTENDENT                        	6058826233	3/4/1996	
19950013	95	13	POWELL CLINCH UTIL DIST                           	15826	112 N. MAIN STREET                      	LAKE CITY                	ANDERSON                 	TN	37769	                                        	                         	                         	  	     	TN                                      	0	0	0	158	231	0	0	0	0	0	389	0	0	0	2237	7801	0	0	0	0	0	10038	0	42	61	32	23	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	25	7	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	86	39	23	0	389	160	0	2181	54	2	0	0	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7715	84	2	0	0	7801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9896	138	4	0	0	10038	4	4	24	141	0	1	4	2	8	14	3	3	78	0	3.3	 ANNUAL LEAK SURVEY COMPLETED:  10/27/95	RICHARD MCINTOSH - ASSISTANT MANAGER                        	4234262822	3/4/1996	
19950014	95	14	"WILLOW GAS DEPT, TOWN OF                          "	22665	GUARANTEE STATE BANK                    	WILLOW GEN DEL           	GREER                    	OK	73673	                                        	                         	                         	  	     	OK                                      	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0	0	0	7		RONNIE DENNEY - OPERATOR                                    	4052873381	3/4/1996	3/12/1996
19950015	95	15	LENOIR CITY UTILITIES BOARD                       	11376	200 DEPOT STREET                        	LENOIR CITY              	LOUDON                   	TN	37771	                                        	                         	                         	  	     	TN                                      	0	0	0	38	79	0	0	0	0	0	117	0	0	0	1484	1617	0	0	0	0	0	3101	0	29	6	3	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	12	11	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	18	14	0	0	117	     	0	1466	12	6	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613	4	0	0	0	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3079	16	6	0	0	3101	0	2	0	12	0	0	0	0	0	3	0	95	0	0	0		MIKE STRANGE - GAS ENGINEER                                 	4239866591	3/4/1996	3/12/1996
19950016	95	16	SHELBY GAS ASSOCIATION                            	18260	910 ROOSEVELT HIGHWAY                   	SHELBY                   	TOOLE                    	MT	59474	                                        	                         	                         	  	     	MT                                      	0	0	1	11	15	0	0	0	0	0	27	0	0	155	523	394	0	0	0	0	0	1072	0	9	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	0	0	0	27	60	0	678	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	8	1	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063	8	1	0	0	1072	1	0	2	0	0	0	0	0	0	4	0	0	0	0	2.6		LARRY L. NELSON - GENERAL MANAGER                           	4064345575	3/4/1996	7/31/1996
19950017	95	17	"KEVIN GAS DISTRIBUTION CO, TOWN OF                "	10220	FRONT STREET                            	KEVIN                    	TOOLE                    	MT	59454	                                        	                         	                         	  	     	MT                                      	0	0	0	4	4	0	0	0	0	0	8	0	0	0	0	95	0	0	0	0	0	95	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		SHARON HABETS - CLERK/TREASURER                             	4063372141	3/4/1996	
19950018	95	18	"FRIARS POINT MUNICIPLE GAS, TOWN OF               "	5620	700 SECOND STREET                       	FRIARS POINT             	COAHOMA                  	MS	38631	                                        	                         	                         	  	     	MS                                      	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	490	0	10	13	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0	23	     	0	10	13	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	13	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		ALBERT DOUGLAS                                              	6013832233	3/4/1996	3/12/1996
19950019	95	19	R A BAKER GAS CO                                  	1060	R.D. 1 BOX 87                           	WORTHINGTON              	ARMSTRONG                	PA	16262	                                        	                         	                         	  	     	PA                                      	1	0	0	0	1	0	0	0	0	0	2	59	0	0	0	36	0	0	0	0	0	95	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	86	0	0	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"RONALD A. BAKER, OWNER                                      "	4122973456	3/4/1996	
19950020	95	20	SPERRY UTILITY SERVICES AUTH                      	18578	P.O. BOX 609  - 115 N. CINN.            	SPERRY                   	TULSA                    	OK	74073	                                        	                         	                         	  	     	OK                                      	0	0	0	0	10	10	0	0	0	0	20	0	0	0	0	270	300	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	10	0	0	0	0	0	0	0	0	15	5	0	0	0	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	270	0	0	0	0	0	0	0	0	570	0	0	0	0	570	4	0	0	0	0	0	0	0	8	0	0	0	0	0	20		KANDA TUCKER                                                	9182887144	3/4/1996	3/12/1996
19950021	95	21	DEMA GAS CO INC                                   	3285	P.O. BOX 820                            	PRESTONSBURG             	FLOYD                    	KY	41653	                                        	                         	                         	  	     	KY                                      	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021		JOHN ALLEN JR- OFFICE MANAGER                               	6618866463	3/4/1996	
19950022	95	22	STARKS WATER & GAS INC                            	18624	606 PAGE STREET                         	DE QUINCY                	CALCASIEU                	LA	70633	                                        	                         	                         	  	     	LA                                      	0	0	0	6	9	0	0	0	0	0	15	0	0	0	150	185	0	0	0	0	0	335	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	20	0	148	2	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	103	0	82	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	2	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		GREGG PELOQUIN - MANAGER                                    	3187436251	3/4/1996	3/12/1996
19950023	95	23	ROJO PIPELINE COMPANY                             	30605	"5307 E. MOCKINGBIRD LANE, SUITE 900     "	DALLAS                   	DALLAS                   	TX	75206	                                        	                         	                         	  	     	TX                                      	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		MICHAEL B. DAVIS - VICE PRESIDENT                           	2148271967	3/4/1996	9/18/1997
