RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19900474	1990	ALBANY WATER GAS & LIGHT COMMISSION	234	916 N. FRONT STREET	ALBANY	DOUGHERTY	GA	31701	P.O. BOX 1788	ALBANY		GA	31703	GA	0	0	0	368	0	0	0	0	0	0	368	0	0	0	20107	0	0	0	0	0	0	20107	0	241	83	43	1	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	83	43	1	0	368	0	0	20002	87	16	2	0	20107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20002	87	16	2	0	20107	1	20	0	0	1	20	0	0	0	0	0	0	0	0	2		C. W. DORIETY - GAS DIRECTOR	9128838330	3/21/1991	
19900539	1990	"ALEDO GAS DEPT, CITY OF"	252	120 N. COLLEGE AVENUE	ALEDO	MERCER	IL	61231						IL	0	0	0	29	0	0	0	0	0	0	29	0	0	0	1604	0	0	0	0	0	0	1604	0	19	10	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	29	75	0	0	0	0	0	0	0	0	1556	48	0	0	0	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	48	0	0	0	1604	1	0	0	1	0	0	0	0	0	0	0	18	0	0	2.5		"JACK H. ENLOE, P.E., GAS ENGINEER"	6186561235	3/28/1991	
19901453	1990	ALEPPO GAS CO  (GREENRIDGE OIL CO)	26357	MAIN STREET	ALEPPO	GREENE	PA	15310						PA	45	0	0	0	16	0	0	0	0	0	61	110	0	0	0	89	0	0	0	0	0	199	0	14	16	15	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	17	15	0	0	61	50	0	0	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	199	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5		DOROTHY ANN RITCHEA - SECRETARY	4126855200	9/16/1991	4/30/1993
19901262	1990	ALEXANDER CITY MUNICIPAL GAS	261	 P.O. BOX 552	ALEXANDER CITY	TALLAPOOSA	AL	35010						AL	0	0	0	47	52	17	0	0	0	0	116	483	0	20	106	3132	0	0	0	0	0	3741	0	0	7	37	3	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	17	0	0	0	0	0	0	0	0	45	7	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	19	49	3	0	116	100	0	608	0	1	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3113	18	1	0	0	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3721	18	2	0	0	3741	5	13	3	16	3	0	0	0	1	0	9	16	0	0	1		MIKE STEWART	2053298426	6/20/1991	
19901390	1990	"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF"	270	630 SIXTH STREET	ALEXANDRIA	RAPIDES PARISH	LA							LA	150	3	173	113	104	19	0	0	0	0	562	9565	2876	3387	2207	4269	0	0	0	0	0	22304	0	16	218	112	14	1	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	2	0	19	0	0	0	0	0	0	0	0	77	21	5	1	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	241	132	17	1	484	31	0	9792	8243	0	0	0	18035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3935	334	0	0	0	4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13727	8577	0	0	0	22304	197	102	0	0	46	55	8	16	62	84	0	0	32	0	4.9		CLAY R. VANDERLICK - GAS DISTRIBUTION ENGINEER	3184731203	7/24/1991	8/8/1991
19900129	1990	"ALGOOD GAS DEPT, CITY OF"	297	"108 E. MAIN STREET, P.O. BOX 48215"	ALGOOD		TN	38501						TN	0	0	0	14	4	0	0	0	0	0	18	0	0	0	151	170	0	0	0	0	0	321	0	8	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	19	0	0	147	4	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	3	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	4	3	0	0	321	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5		BETHEL NEWPORT - CITY ADMINISTRATOR	5379545	2/5/1991	2/5/1991
19900692	1990	ALL PRO GAS CO	329	5201 NW. 9 AVE.	FT LAUDERDALE	BROWARD	FL	33309						FL	0	0	0	10	0	0	0	0	0	0	10	0	0	0	731	0	0	0	0	0	0	731	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	731	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	731	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5		ARTHUR E. BLAU - PRESIDENT	3057765961	4/10/1991	
19900800	1990	ALLERTON GAS CO	315	"120 NORTH CENTRAL, BOX 537"	ALLERTON	WAYNE	IA	50008						IA	0	0	0	6	0	0	0	0	0	0	6	0	0	0	329	0	0	0	0	0	0	329	0	4	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	6	79	0	298	31	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	31	0	0	0	329	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0		WILLIAM BUSS - PRESIDENT	5154374478	4/24/1991	8/8/1991
19901459	1990	ALLIANCE GAS CO	324	134 SOFTWIND	MABANK	HENDERSON	TX	75147						TX	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	149	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	149	0	0	1	0	1	0	0	0	0	0	2	0	0	0	5.07	" A copy of this report was mailed to:  DIRECTOR OF PIPELIEN SAFETY, REIALROADCOMMISION OF TEXAS, P.O. BOX 12967, AUSTIN, TX 78711-2967."	KARLA MINIX - SECRETARY	2148876933	9/26/1991	
19901016	1990	ALLIED GAS CO	728	55 SOUTH THIRD ST	OXFORD	CHESTER	PA	19363						PA	0	0	0	14	6	1	0	0	0	0	21	106	0	0	134	382	0	0	0	0	0	622	0	6	8	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	21	30	0	139	97	4	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	27	7	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	124	11	0	0	622	0	4	0	0	0	0	0	0	0	0	0	1	1	0	8.1	" negative unaccounted for is due to intercompany metering error between hamburg and pottsville districts ALLIED GAS CO, COMBINED UNACCOUNTED FOR FOR ALLIED GAS CO AS OF 6/30/90 IS 2.5%"	ROBERT E LLOYD	2159322000	8/28/1991	
19901510	1990	"ALMA GAS DISTRIBUTION SYSTEM, CITY OF"	333	326 MISSOURI ST	ALMA	WABAUNSEE	KS	66401						KS	0	0	0	26	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	27	0	0	0	424	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	424	0	0	0	2	0	0	0	0	2	2	0	0	1	0			MAX KRAUS	9137653922	6/30/1992	
19900206	1990	"ALMA NATURAL GAS SYSTEMS, CITY OF"	342	710 W. MAIN STREET	ALMA	HALAN	NE	68920						NE	0	0	2	5	6	2	0	0	0	0	15	0	0	314	324	0	0	0	0	0	0	638	0	6	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	15	0	0	0	638	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	638	1	5	0	0	0	0	0	0	2	2	3	7	0	0	1		EVERETT HUNTER - CITY SUPERINTENDENT	3089282242	2/25/1991	9/23/1991
19901513	1990	ALTA VISTA GAS CO	362	521 MAIN	ALTA VISTA	WABAUNSEE	KS	66834						KS	0	0	0	29	0	0	0	0	0	0	29	0	0	0	537	0	0	0	0	0	0	537	0	7	22	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	0	0	0	29	20	0	529	8	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	8	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	1	3	0			DICK ALBIN	9134996620	6/30/1992	
19901511	1990	"ALTAMONT GAS DEPT, CITY OF"	360	"P O BOX 3O5, 407 HUSTON ST"	ALTAMONT	LABETTE	KS	67330						KS	0	0	0	9	2	4	0	0	3	0	18	0	0	0	446	25	0	0	0	25	0	496	0	6	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	2	0	0	0	0	2	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	18	50	0	446	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	496	0	1	0	0	0	0	0	0	2	0	0	1	1	0	2.201		CHARLES SCOTT TRAXSON	3167845422	6/30/1992	
