RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19920008	1992	SHEFFIELD GAS DEPARTMENT	18252	221 N. COLUMBIA AVE	SHEFFIELD	COLBERT	AL	35660	300 N. NASHVILLE AVE	SHEFFIELD		AL	35660	AL	0	0	0	10	41	32	2	0	0	0	85	0	0	0	151	3609	1	0	0	0	0	3761	0	9	1	0	0	0	10	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	11	13	8	0	0	32	0	0	0	0	0	0	0	0	23	12	6	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	26	16	0	0	85	100	0	131	19	1	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3603	3	2	1	0	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	22	4	1	0	3761	0	0	0	0	0	1	0	0	1	0	2	0	0	0	4.01		DENNIS HUDSON	2053892045	5/20/1993	
19920009	1992	SHELBY GAS ASSOCIATION	18260	910 ROOSEVELT HIGHWAY	SHELBY	TOOLE	MT	59474						MT	0	0	2	11	12	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0	25	60	0	720	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	3	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1061	3	0	0	0	1064	2	2	2	0	0	0	0	0	0	0	0	0	0	0			LARRY L. NELSON - GENERAL MANAGER	4064345575	5/20/1993	
19920010	1992	CUT BANK GAS CO	2924	403 EAST MAIN	CUT BANK	GLACIER	MT	59427						MT	0	7	6	7	8	0	2	0	0	0	30	880	116	0	35	589	0	0	0	0	0	1620	0	10	9	1	0	0	20	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	1	0	0	30	75	0	1023	8	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	8	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	16	0	0	0	1620	12	34	5	12	0	1	0	0	0	0	1	105	0	0	3.84		JOHN D. MORE - SERVICEMAN	4068735531	5/20/1993	
19920011	1992	SACO MUNICIPAL GAS SERVICE	18024	BOX 242	SACO	PHILLIPS	MT	59261						MT	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	100	0	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	9	0	0	0			CHERYL LUCAS - TOWN CLERK	4065273312	5/20/1993	5/21/1993
19920012	1992	"KEVIN GAS DISTRIBUTION CO, TOWN OF"	10220	FRONT STREET	KEVIN	TOOLE	MT	59454						MT	0	0	0	4	4	0	0	0	0	0	8	0	0	0	0	95	0	0	0	0	0	95	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0			SHARON HABETS	4063372141	5/20/1993	
19920013	1992	SUNBURST ENERGIES INC	18711	P.O. BOX 245	SUNBURST	TOOLE	MT	59482						MT	0	7	0	0	2	0	0	0	0	0	9	0	95	0	0	21	0	0	0	0	0	116	0	6	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	9	0	0	90	5	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	5	0	0	0	116	0	0	0	0	0	0	0	0	0	6	0	0	0	0			RITA CHRISTOFERSON - TOWN CLERK	4069372141	5/20/1993	
19920014	1992	GREAT FALLS GAS CO	6650	#1 1 AV S - P.O. BOX 2229	GREAT FALLS	CASCADE	MT	59401						MT	5	0	1	244	97	0	0	0	0	0	347	19	0	0	15288	6241	0	0	0	0	0	21548	0	101	77	52	19	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	30	3	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	107	55	19	1	347	90	0	14666	603	38	0	0	15307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6085	151	5	0	0	6241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20751	754	43	0	0	21548	8	21	0	0	0	0	3	16	10	13	3	3	175	0	1.49		GEORGE C. MALIN - ASST. VICE PRESIDENT	4067917537	5/20/1993	
19920015	1992	MONTANA POWER CO	12690	40 F. BROADWAY	BUTTE	SILVER BOW	MT	59701						MT	0	0	9	1327	1471	0	0	0	0	0	2807	0	0	111	81530	43914	0	0	0	0	0	125555	0	865	322	127	20	2	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	234	47	0	0	1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2055	556	174	20	2	2807	60	0	79671	1808	160	2	0	81641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43419	482	12	1	0	43914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123090	2290	172	3	0	125555	8	36	27	236	1	8	11	35	6	27	12	29	21	0	2		ROBERT E. WARNER - DIRECTOR OF DIVISIONS SERVICES	4067235421	5/20/1993	
19920016	1992	"WESTBY GAS SERVICE, TOWN OF"	22372	BOX 186	WESTBY	SHERIDAN	MT	59275						MT	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	114	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0			DORIS NORDHAGEN - CLERK/TREASURER	4063852445	5/20/1993	5/21/1993
19920017	1992	MONTANA - DAKOTA UTILITIES CO	12684	400 NORTH FOURTH STREET	BISMARCK	BURLEIGH	ND	58501						MT	15	0	5	789	426	0	0	0	0	0	1235	7	0	195	38986	25938	0	0	0	0	0	65126	0	491	217	87	14	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	52	7	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	269	94	14	0	1235	70	39188	0	0	0	0	0	39188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25938	0	0	0	0	0	25938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65126	0	0	0	0	0	65126	10	17	17	93	2	19	3	12	1	13	19	75	102	0	1.1		TONY J. FINNEMAN - GAS DIST. MANAGER	7012227994	5/20/1993	
19920018	1992	K N ENERGY INC(KANSAS NEBRASKA GAS CO)	10030	"113 BROADWAY, P.O. BOX 89"	CULBERTSON	ROOSEVELT	MT	59218	12055 W 2ND PLACE P.O. BOX 281304	LAKEWOOD		CO	80228	MT	0	0	0	5	1	0	0	0	0	0	6	0	0	0	240	132	0	0	0	0	0	372	0	3	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	6	75	0	235	4	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	3	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	7	0	0	0	372	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3		KEVIN L. MARTIN	4067875333	5/20/1993	
19920019	1992	MURRAY NATURAL GAS SYSTEM	12918	200 ANDRUS DRIVE	MURRAY	CALLOWAY	KY	42071						KY	0	0	0	136	0	0	0	0	0	0	136	0	0	0	4929	0	0	0	0	0	0	4929	0	81	28	27	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	28	27	0	0	136	100	0	4823	91	4	0	0	4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4834	91	4	0	0	4929	1	0	0	0	0	0	0	0	2	0	0	0	4	0	2.2	 NOTE: PART C LEAKS SCHEDULED FOR REPAIR IN MAY 1993SYSTEM LEAK SURVEY CONDUCTED BY HEATH CONSULTANTS 12/14/92 THRU 12/23/92.	TOMMY MARSHALL - CITY ADMINISTRATOR	5027620330	5/20/1993	
19920020	1992	ALABAMA GAS CORP	180	2101 SIXTH AVENUE NORTH	BIRMINGHAM	JEFFERSON	AL	35203						AL	68	159	505	4495	1555	1270	3	0	0	0	8055	55445	4173	89870	183660	92462	72	0	2410	0	0	428092	0	3161	1401	558	94	13	5227	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	294	562	359	31	24	1270	0	0	0	0	0	0	0	0	1192	334	29	0	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4647	2299	947	125	37	8055	111	145315	177254	10150	385	41	3	333148	0	0	0	0	0	0	0	0	2410	0	0	0	0	2410	0	0	8	61	3	0	72	0	0	0	0	0	0	0	0	88892	3426	135	9	0	92462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145315	268556	13584	581	53	3	428092	613	855	320	1238	0	0	1082	603	17	11	973	8853	634	0	2	" THE NUMBER OF SERVICES INSTALLED BEFORE 1954 ARE ESTIMATED BECAUSE RECORDS WERE NOT MAINTAINED FOR QUANTITY, SIZE OR MATERIAL. IN AN EFFORT TO MORE ACCURATELY REFLECT THE AVERAGE LENGTH OF SERVICES AND THE NUMBER OF SERVICES, THEFOLLOWING CALCULATION IS MADE: THE NUMBER OF SERVICES EQUALS THE KNOWN TOTALFOOTAGE OF PRE-1954 SERVICES LINES DIVIDED BY THE ASSUMED AVERAGE LENGTH FORPRE-1954 SERVICE LINES (100 FT./SERVICE). THE NUMBER OF PRE-1954 SERVICES ARELISTED IN THE ""UNKNOWN"" COLUMN FOR STEEL MATERIAL SINCE THE VAST MAJORITY OFTHESE SERVICE LINES ARE STEEL. THERE MAY EXIST A MINIMAL NUMBER OF SERVICELINES OF OTHER MATERIAL, PIPE INCLUDED IN THIS TOTAL."	RONALD K. TAYLOR	2053269228	5/20/1993	
