RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19970061	97	61	BLACKSVILLE OIL & GAS CO                          	1512	P.O. BOX 369                            	LUMBERPORT               	HARRISON                 	WV	26386	                                        	                         	                         	  	     	WV                                      	1	0	0	0	23	0	0	0	0	0	24	80	0	0	0	201	0	0	0	0	0	281	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	24	31	0	79	1	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	5	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	6	0	0	0	281	2	5	1	1	0	0	0	0	0	0	1	1	0	0	12		DONALD D. HURST - ENGINEER ASSISTANT                        	3045844545	6/10/1998	9/25/1998
19970062	97	62	PARTRIDGE GAS DISTRIBUTION SYSTEM                 	15147	"2 WEST AVENUE ""E"" P.O. BOX 174          "	PARTRIDGE                	RENO                     	KS	67566	                                        	                         	                         	  	     	KS                                      	0	0	0	6	0	0	0	0	0	0	6	0	0	0	127	0	0	0	0	0	0	127	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	127	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	127	0	1	0	1	0	4	0	4	0	0	0	0	0	0	4		JERRY FUNK                                                  	3165672493	6/10/1998	
19970063	97	63	HOPE GAS INC                                      	7348	"P.O. BOX 2868, BANK ONE CENTER WEST     "	CLARKSBURG               	HARRISON                 	WV	26302	                                        	                         	                         	  	     	WV                                      	0	0	1549	318	923	0	0	0	0	0	2790	0	0	35038	16116	55347	0	0	0	0	0	106501	0	550	754	452	93	18	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	312	61	6	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	1066	513	99	18	2790	0	26621	0	22910	1622	1	0	51154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37125	18090	131	1	0	55347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26621	37125	41000	1753	2	0	106501	3651	651	50	34	51	45	48	44	66	112	274	171	1392	28	6.1		THOMAS C. YOKUM                                             	3046238909	6/10/1998	8/24/1998
19970064	97	64	PARAMOUNT TRANSMISSION CORP                       	26355	63 GALLAGHER AVENUE - P.O. BOX 391      	LOGAN                    	HOCKING                  	OH	43138	                                        	                         	                         	  	     	OH                                      	27	0	0	8	76	0	0	0	0	0	111	0	0	0	54	420	0	0	0	0	0	474	0	13	21	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	42	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	63	6	0	0	111	100	0	40	1	2	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	7	7	1	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	8	9	2	0	474	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0		"CHARLES STEWARD, GENERAL MANAGER                            "	7403858583	6/10/1998	
19970065	97	65	"GULF BREEZE, CITY OF                              "	6850	1070 SHORELINE DR (P.O. BOX 640)        	GULF BREEZE              	SANTA ROSA               	FL	32561	1070 SHORTLINE DR (P.O. BOX 640)        	GULF BREEZE              	SANTA ROSA               	FL	32561	FL                                      	0	0	0	34	63	0	0	0	0	0	97	0	0	0	722	1535	0	0	0	0	0	2257	0	18	11	5	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	11	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	11	16	0	0	97	98	0	722	10	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520	5	0	0	0	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2242	15	0	0	0	2257	0	3	0	10	0	0	0	1	0	0	0	42	0	0	0.28		HARROLD HATCHER                                             	8509345108	6/10/1998	
19970066	97	66	MICHIGAN GAS UTILITIES CO                         	12420	899 S TELEGRAPH ROAD                    	MONROE                   	MONROE                   	MI	48161	                                        	                         	                         	  	     	MI                                      	50	41	15	1615	1436	0	0	0	0	0	3157	2256	8631	3863	29365	94989	0	0	0	0	0	139104	0	788	630	293	10	0	1721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	546	0	0	0	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	1176	293	10	0	3157	95	0	43045	483	580	7	0	44115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93065	1880	44	0	0	94989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136110	2363	624	7	0	139104	22	35	62	303	2	9	8	10	13	37	27	47	1	0	0.11		"EDWIN M HATTER, PE                                          "	4022212546	6/10/1998	
19970067	97	67	GAS UTIL DIST # 1                                 	6227	10633 ZACHARY-DEERFORD RD.              	ZACHARY                  	                         	LA	70791	                                        	                         	                         	  	     	LA                                      	0	0	0	71	103	0	0	0	0	0	174	0	0	0	3241	0	0	0	0	0	0	3241	0	42	29	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	13	0	0	0	82	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	42	0	0	0	174	30	0	3236	5	0	0	0	3241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	5	0	0	0	3241	2	4	4	18	4	4	2	6	0	2	2	3	0	0	0.77		RANDALL CROFT                                               	5046544020	6/10/1998	
19970068	97	68	LINEVILLE NATURAL GAS SYSTEM                      	11529	1717 MAIN ST                            	UNIONVILLE               	PUTNAM                   	MO	63565	P.O. BOX 206                            	UNIONVILLE               	PUTNAM                   	MO	63565	IA                                      	0	0	0	6	1	0	0	0	0	0	7	0	0	0	111	80	0	0	0	0	0	191	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	60	0	111	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	191	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0		LINDA VALENTINE- OFFICE MANAGER                             	6609473316	6/10/1998	
19970069	97	69	WATERTOWN MUNICIPAL GAS DEPT                      	22231	901 FOURTH AVE S.W.                     	WATERTOWN                	CODINGTON                	SD	57201	                                        	                         	                         	  	     	SD                                      	0	0	0	169	15	0	0	0	0	0	184	0	0	0	7959	498	0	0	0	0	0	8457	0	89	71	6	3	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	71	6	3	0	184	100	0	4828	3124	7	0	0	7959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	1	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5325	3125	7	0	0	8457	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0		ROBERT MAGSTADT - GAS SUPERINTENDENT                        	6058826233	6/10/1998	9/25/1998
19970070	97	70	"PITTSBURG GAS SYSTEM, VILLAGE OF                  "	15623	BOX 9                                   	PITTSBURG                	WILLIAMSON               	IL	62974	                                        	                         	                         	  	     	IL                                      	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	238	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2		C. LINDSAY ENLOE (GAS ENGINEER)                             	6186561235	6/10/1998	
19970071	97	71	ARLINGTON NATURAL GAS CO                          	666	108 S. MAIN ST                          	VAN BUREN                	HANCOCK                  	OH	45889	                                        	                         	                         	  	     	OH                                      	6	0	7	16	32	0	0	0	0	0	61	509	0	24	123	885	0	0	0	0	0	1541	0	11	18	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	27	0	0	0	61	30	0	574	82	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	1	0	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458	83	0	0	0	1541	5	16	0	6	0	0	0	0	0	0	2	14	45	0	0.1		G. MICHAEL POOLE - SEC/TREAS                                	4192993330	6/10/1998	
19970072	97	72	CEDAR FALLS MUNICIPAL UTILITY                     	2164	"UTILITY PARKWAY, PO BOX 769             "	CEDAR FALLS              	BLACK HAWK               	IA	50613	"UTILITY PARKWAY, PO BOX 769             "	CEDAR FALLS              	BLACK HAWK               	IA	50613	IA                                      	0	0	0	41	123	0	0	0	0	0	164	0	0	0	1938	7123	0	0	0	0	0	9061	0	12	19	5	5	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	53	25	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	72	30	5	0	164	70	0	1664	259	12	3	0	1938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6615	495	11	2	0	7123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8279	754	23	5	0	9061	0	0	2	4	0	0	1	1	1	0	0	0	5	0	0.6		JERALD LUKENSMEYER                                          	3192685330	6/10/1998	
19970073	97	73	CASEY MUNICIPAL GAS SYSTEM                        	2132	"108 EAST MAIN, P.O. BOX 425             "	CASEY                    	CLARK                    	IL	62420	                                        	                         	                         	  	     	IL                                      	0	0	0	43	0	0	0	0	0	0	43	0	0	0	1601	0	0	0	0	0	0	1601	0	17	8	18	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	18	0	0	43	0	0	1552	43	0	0	0	1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558	43	0	0	0	1601	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0		SHELBY D. BIGGS - SUPT. OF UTILITIES                        	2179324885	6/10/1998	9/25/1998
