RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19960011	96	11	LA CENTER NATURAL GAS SYSTEM                      	11016	P. O. BOX 590                           	WICKLIFFE                	BALLARD                  	KY	42087	                                        	                         	                         	  	     	KY                                      	0	0	0	11	0	0	0	0	0	0	11	0	0	0	393	142	0	0	0	0	0	535	0	7	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	11	100	0	389	4	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	4	0	0	0	535	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1		CHARLES BURNLEY - PRESIDENT                                 	5023353116	2/18/1997	
19960012	96	12	BARLOW NATURAL GAS SYSTEM                         	1128	P. O. BOX 590                           	WICKLIFFE                	BALLARD                  	KY	42087	                                        	                         	                         	  	     	KY                                      	0	0	0	19	3	0	0	0	0	0	22	0	0	0	220	165	0	0	0	0	0	385	0	5	14	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	22	100	0	218	2	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	1	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	3	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		CHARLES BURNLEY - PRESIDENT                                 	5023353116	2/18/1997	
19960013	96	13	WICKLIFFE NATURAL GAS SYSTEM                      	22602	P.O. BOX 590                            	WICKLIFFE                	BALLARD                  	KY	42087	                                        	                         	                         	  	     	KY                                      	0	0	0	18	6	0	0	0	0	0	24	0	0	0	370	276	0	0	0	0	0	646	0	8	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	24	100	0	367	3	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	1	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	4	0	0	0	646	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3		CHARLES BURNLEY - PRESIDENT                                 	5023353116	2/18/1997	
19960014	96	14	"ARLINGTON GAS SYSTEM, CITY OF                     "	648	P.O. BOX 590   COURT STREET             	WICKLIFFE                	BALLARD                  	KY	42087	                                        	                         	                         	  	     	KY                                      	0	0	0	14	7	0	0	0	0	0	21	0	0	0	153	328	0	0	0	0	0	481	0	3	11	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	21	100	0	152	1	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	1	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	2	0	0	0	481	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2		CHARLES BURNLEY - PRESIDENT                                 	5023353116	2/18/1997	
19960015	96	15	"CLINTON GAS SYSTEM, CITY OF                       "	2508	P.O. BOX 590                            	WICKLIFFE                	BALLARD                  	KY	42087	                                        	                         	                         	  	     	KY                                      	0	0	0	21	5	0	0	0	0	0	26	0	0	0	470	411	0	0	0	0	0	881	0	8	13	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	26	100	0	463	7	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	7	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		CHARLES BURNLEY - PRESIDENT                                 	5023353116	2/18/1997	
19960016	96	16	GLOSTER MUNICIPAL GAS SYSTEM                      	6410	PO BOX 1019                             	GLOSTER                  	AMITE                    	MS	39638	                                        	                         	                         	  	     	MS                                      	0	0	0	15	0	0	0	0	0	0	15	0	0	0	540	0	0	0	0	0	0	540	0	8	4	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	2	0	0	15	80	0	529	10	1	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	10	1	0	0	540	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0.82		HARPER SIMMONS - GENERAL SUPERINTENDENT                     	6012254216	2/18/1997	
19960017	96	17	CITIZENS GAS UTIL DIST                            	2412	"HIGHWAY 27, SOUTH  P.O. BOX 320         "	HELENWOOD                	SCOTT                    	TN	37755	                                        	                         	                         	  	     	TN                                      	0	0	0	56	514	0	0	0	0	0	570	0	0	0	36	8341	0	0	0	0	0	8377	0	10	15	30	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	138	39	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	153	69	1	0	570	300	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8331	8	1	1	0	8341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8367	8	1	1	0	8377	4	54	2	10	0	0	2	8	0	14	0	0	0	0	1		"MARK BOATNER, MANAGER                                       "	4235694457	2/18/1997	
19960018	96	18	POWELL CLINCH UTIL DIST                           	15826	112 N. MAIN STREET                      	LAKE CITY                	ANDERSON                 	TN	37769	                                        	                         	                         	  	     	TN                                      	0	0	0	158	249	0	0	0	0	0	407	0	0	0	2237	8651	0	0	0	0	0	10888	0	42	61	32	23	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	25	7	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	86	39	23	0	407	158	0	2181	54	2	0	0	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8565	84	2	0	0	8651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10746	138	4	0	0	10888	4	5	32	131	0	2	2	0	3	15	1	5	80	0	2.2		RICHARD MCINTOSH - ASSISTANT MANAGER                        	4234262822	2/18/1997	
19960019	96	19	"MARIANNA, CITY OF                                 "	12150	P.O. BOX 936                            	MARIANNA                 	JACKSON                  	FL	32446	                                        	                         	                         	  	     	FL                                      	0	0	0	48	14	0	0	0	0	0	62	0	0	139	1650	831	0	0	0	0	0	2620	0	15	27	6	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	31	6	0	0	62	65	0	1777	9	3	0	0	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	21	0	0	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2587	30	3	0	0	2620	0	1	0	3	0	4	0	14	0	14	0	0	0	0	0.8		BOBBY CHRISTMAS - GAS SUPERINTENDENT                        	9044824129	2/18/1997	
19960020	96	20	"STONINGTON, VILLAGE OF                            "	18656	416 NORTH MAIN ST                       	STONINGTON               	CHRISTIAN                	IL	62567	                                        	                         	                         	  	     	IL                                      	0	0	0	9	4	0	0	0	0	0	13	0	0	0	490	19	0	0	0	0	0	509	0	5	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	13	0	0	486	4	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	5	1	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05		JEFF TUMIATI                                                	2173253621	2/18/1997	9/9/1997
19960021	96	21	COLUMBIA UTILITIES COMMISSION                     	2624	116 CAMPBELLESVILLE STREET  SUITE 1     	COLUMBIA                 	ADAIR                    	KY	42728	                                        	                         	                         	  	     	KY                                      	0	0	3	18	12	0	0	0	0	0	33	0	0	738	313	219	0	0	0	0	0	1270	0	21	8	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	0	0	0	33	85	0	1051	17	1	0	0	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	3	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	20	1	0	0	1270	2	2	0	1	0	3	0	0	0	0	0	7	4	0	1		JERRY WATSON - GAS SUPT                                     	5023842006	2/18/1997	9/9/1997
19960022	96	22	PRATT ELECTRIC DEPT; CITY OF                      	974	321 W. 10TH                             	PRATT                    	PRATT                    	KS	67124	                                        	                         	                         	  	     	KS                                      	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	5280	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		KENNY KREUTZER                                              	3166722022	2/18/1997	
19960023	96	23	AJO IMPROVEMENT CO                                	153	PO DRAWER 9                             	AJO                      	PIMA                     	AZ	85321	                                        	                         	                         	  	     	AZ                                      	0	0	0	1	11	0	0	0	0	0	12	0	0	0	0	954	0	0	0	0	0	954	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	6	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	6	0	0	0	954	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10.1		J. J. TALLANT                                               	5203877151	2/18/1997	
