RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19940162	94	162	"FAYETTE GAS BOARD, CITY OF                        "	5090	315 2ND AVE SE                          	FAYETTE                  	FAYETTE                  	AL	35555	                                        	                         	                         	  	     	AL                                      	0	0	0	37	48	0	0	0	0	0	85	0	0	0	158	1867	0	0	0	0	0	2025	0	21	15	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	27	1	0	0	85	125	0	129	24	5	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1849	17	1	0	0	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1978	41	6	0	0	2025	0	1	0	0	8	4	0	4	2	4	0	47	0	0	2	 ABOVE GROUND LEAKS AT METER SETS	JOHNNY HUMBER- BUSINESS MANAGER                             	2059325269	4/20/1995	
19940163	94	163	"PASCAGOULA NATURAL GAS SYSTEM, CITY OF            "	15154	4011 14TH STREET                        	PASCAGOULA               	JACKSON                  	MS	39567	P.O. BOX 908                            	PASCAGOULA               	JACKSON                  	MS	39568	MS                                      	0	0	39	93	41	0	0	0	0	0	173	0	0	384	3803	5098	0	0	0	0	0	9285	0	63	31	33	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	7	2	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	38	35	0	0	173	0	0	3900	182	25	3	0	4110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5185	8	0	0	0	5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9085	190	25	3	0	9303	60	28	14	30	12	9	10	60	7	19	0	0	0	0	2.22		CAROLYN C. RAEZ                                             	6019386623	4/20/1995	4/18/1996
19940164	94	164	"FREEDOM GAS DEPT, TOWN OF                         "	5600	409 MAIN STREET-P.O. BPX 173            	FREEDOM                  	WOODS                    	OK	73842	                                        	                         	                         	  	     	OK                                      	0	0	0	3	5	0	0	0	0	0	8	0	13	0	0	51	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	21	0	0	0	0	21	6	0	113	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	164	0	4	0	0	0	0	0	0	0	0	0	0	1	1	12		JUDY SAVELY - TOWN CLERK                                    	4056213302	4/20/1995	4/30/1996
19940165	94	165	PIKE NATURAL GAS CO                               	15546	144 BOWERS AVE P.O. BOX 249             	HILLSBORO                	HIGHLAND                 	OH	45133	                                        	                         	                         	  	     	OH                                      	0	0	0	141	44	0	0	0	0	0	185	0	0	0	3553	2536	0	0	0	0	0	6089	0	60	32	49	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	44	49	0	0	185	75	0	3431	120	2	0	0	3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2492	40	4	0	0	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5923	160	6	0	0	6089	22	24	0	0	11	12	0	0	0	0	0	0	0	0	0.26	 10 SERVICE LINES ABANDONED27 LINES REPLACED WITH PLASTIC135 NEW SERVICE LINES ADDED	ROBERT SEELING - GENERAL MANAGER                            	5133931901	4/20/1995	
19940166	94	166	INDIANA NATURAL GAS CORP                          	8080	P.O. BOX 450                            	PAOLI                    	ORANGE                   	IN	47454	                                        	                         	                         	  	     	IN                                      	0	0	0	172	58	0	0	0	0	0	230	0	0	0	4819	2149	0	0	0	0	0	6968	0	138	31	3	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	5	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	36	3	0	0	230	163	0	4815	3	1	0	0	4819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2120	29	0	0	0	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6935	32	1	0	0	6968	0	0	10	25	0	0	0	2	0	1	0	0	1	0	1		VIRGINIA BURTON - BOOKKEEPER                                	8127232151	4/20/1995	
19940167	94	167	"LEXINGTON GAS DEPT, CITY OF                       "	11456	711 TALBERT BLVD                        	LEXINGTON                	DAVIDSON                 	NC	27292	28 W CENTER STREET                      	LEXINGTON                	DAVIDSON                 	NC	27292	NC                                      	0	0	0	140	100	0	0	0	0	0	240	0	0	61	3424	3082	0	0	0	0	0	6567	0	70	38	32	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	28	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	66	32	0	0	240	101	0	3416	2	0	0	0	3418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071	60	18	0	0	3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6487	62	18	0	0	6567	11	38	9	17	2	3	0	52	0	24	2	39	89	0	0		"CHRIS SMITH, SUPERINTENDENT                                 "	7042432489	4/20/1995	7/3/1995
19940168	94	168	"KOUNTZE MUNICIPAL GAS SYSTEM, CITY OF             "	10330	PO BOX 188                              	KOUNTZE                  	HARDIN                   	TX	77625	                                        	                         	                         	  	     	TX                                      	0	0	0	16	19	0	0	0	0	0	35	0	0	0	23	817	0	0	0	0	0	840	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	22	0	0	0	35	20	0	23	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	3	1	0	0	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	3	1	0	0	840	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.65		WILLIAM E. ROE                                              	4092463463	4/20/1995	
19940169	94	169	"KOUNTZE MUNICIPAL GAS SYSTEM, CITY OF             "	10330	PO BOX 188                              	KOUNTZE                  	HARDIN                   	TX	77625	                                        	                         	                         	  	     	TX                                      	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	120	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	120	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1.6		WILLIAM E. ROE                                              	4092463463	4/20/1995	
19940170	94	170	GRANGERLAND WIGGINSVILLE GAS CORP                 	6567	P.O. BOX 819                            	CYPRESS                  	HARRIS                   	TX	77429	P.O. BOX 8147                           	GRANGERLAND              	MONTGOMERY               	TX	77302	TX                                      	0	0	0	0	24	0	0	0	0	0	24	0	0	0	0	210	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	5	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	5	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2		PEGGY GILLISPIE- ASSISTANT MANAGER                          	7133760314	4/20/1995	
19940171	94	171	EDINBURG GAS SYSTEM                               	4240	"205 WEST WASHINGTON , P.O. BOX 350      "	EDINBURG                 	CHRISTIAN                	IL	62531	                                        	                         	                         	  	     	IL                                      	0	0	0	9	0	0	0	0	0	0	9	0	0	0	498	0	0	0	0	0	0	498	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	495	3	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	3	0	0	498	3	5	0	0	0	0	0	0	0	0	0	0	0	0	3		JUDITH MARSTERS                                             	2176235542	4/20/1995	
19940172	94	172	SEVIER COUNTY UTIL DIST                           	18192	248 BRUCE STREET P.O. BOX 4398          	SEVIERVILLE              	SEVIER                   	TN	37864	                                        	                         	                         	  	     	TN                                      	0	0	0	68	173	0	0	0	0	0	241	0	0	0	1207	3433	0	0	0	0	0	4640	0	31	21	15	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	45	17	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	66	32	0	0	241	100	0	1203	4	0	0	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394	39	0	0	0	3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4597	43	0	0	0	4640	6	2	0	0	1	4	0	0	0	0	1	1	12	0	0		RICHARD T. WALLACE                                          	6154533272	4/20/1995	2/5/1996
19940173	94	173	AMARILLO NATURAL GAS INC                          	383	6601 1-40 WEST #2                       	AMARILLO                 	POTTER                   	TX	79106	                                        	                         	                         	  	     	TX OK                                   	0	0	0	0	5	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	2	0	0	10	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		JERRY SIMMONS                                               	8063525271	4/20/1995	
