RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19911281	1991	ALABAMA GAS CORP	180	2101 6TH AVENUE NORTH	BIRMINGHAM	JEFFERSON	AL	35203						AL	69	161	508	4479	1448	1276	3	0	0	0	7944	57749	3887	90288	170985	86451	72	0	2415	0	0	411847	0	3157	1396	557	94	13	5217	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	300	560	361	31	24	1276	0	0	0	0	0	0	0	0	1115	308	25	0	0	1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4572	2266	944	125	37	7944	114	0	263381	57498	1907	118	5	322909	0	0	0	0	0	0	0	0	2415	0	0	0	0	2415	0	0	8	61	3	0	72	0	0	0	0	0	0	0	0	83102	3214	128	7	0	86451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348898	60720	2096	128	5	411847	631	876	312	1276	0	0	699	471	22	18	696	1084	468	0	1.4	 THIS INFORMATION INCLUDED IN THIRD PARTYNOTE:  NUMBER OF SERVICES INSTALLED BEFORE 1954 ARE ESTIMATED.	RONALD K. TAYLOR	2053269228	5/20/1992	5/21/1992
19911339	1991	ALABASTER WATER & GAS BD	198	P.O. BOX 528	ALABASTER	SHELBY	AL	35007						AL	4	0	0	57	10	0	0	0	0	0	71	125	0	0	1603	373	0	0	0	0	0	2101	0	44	17	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	24	0	0	0	71	0	0	1653	75	0	0	0	1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2026	75	0	0	0	2101	0	0	0	0	0	0	2	4	4	7	5	3	0	0	5		GREGORY W. ALLEN	2056636155	5/20/1992	5/21/1992
19911730	1991	ALBANY GAS UTIL CO	26359	1014 NORTH CROSS STREET	ALBANY	CLINTON	KY	42606						 	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	102	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		C.J. BEAM	6144683447	5/20/1992	5/21/1992
19911282	1991	ALBANY MUNICIPAL GAS CO	225	106 EAST CLAY STREET	ALBANY	GENTRY	MI	64402						MO	0	0	0	20	1	0	0	0	0	0	21	0	0	0	722	143	0	0	0	0	0	865	0	14	3	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	3	0	0	21	60	0	712	10	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	1	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	11	0	0	0	865	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1		JIM COBURN	8167263935	5/20/1992	5/21/1992
19910681	1991	ALBANY WATER GAS & LIGHT COMMISSION	234	916 N FRONT ST	ALBANY	DOUGHERTY	GA	31703	P. O.  BOX 1788	ALBANY		GA	31703	GA	0	0	0	371	0	0	0	0	0	0	371	0	0	0	20118	0	0	0	0	0	0	20118	0	242	85	43	1	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	85	43	1	0	371	0	0	20014	86	16	2	0	20118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20014	86	16	2	0	20118	15	25	4	10	0	1	1	6	1	2	0	0	0	0	2		GARY WHITFIELD	9128838330	4/27/1992	5/21/1992
19910656	1991	"ALEDO GAS DEPT, CITY OF"	252	"120 N COLLEGE AVE., BOX 267"	ALEDO	MERCER	IL	61231						IL	0	0	0	29	0	0	0	0	0	0	29	0	0	0	1606	0	0	0	0	0	0	1606	0	19	10	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	29	75	0	1558	48	0	0	0	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558	48	0	0	0	1606	3	0	1	0	0	0	0	0	0	0	0	30	0	0	2.3		JACK H ENLOE	6186561235	4/27/1992	5/21/1992
19910615	1991	ALEPPO GAS CO (GREENRIDGE OIL CO)	26357	PO BOX 44 MAIN STREET	ALEPPO	GREENE	PA	PA						PA	45	0	0	0	16	0	0	0	0	0	61	0	0	0	0	109	110	0	0	0	0	219	0	14	16	15	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	17	15	0	0	61	50	0	0	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	219	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5		DOROTHY ANN RITCHEA	4126855200	4/27/1992	1/15/1997
19911334	1991	ALEXANDER CITY MUNICIPAL GAS	261	P.O. BOX 552	ALEXANDER CITY	TALLAPOOSA	AL	35010						AL	0	0	0	50	55	13	0	0	0	0	118	388	0	20	106	3242	0	0	0	0	0	3756	0	0	7	40	3	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	13	0	0	0	0	0	0	0	0	47	8	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	19	49	3	0	118	100	0	513	0	1	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3221	20	1	0	0	3242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	20	2	0	0	3756	0	3	2	17	1	2	0	0	0	0	10	3	0	0	0		SAM ROBINSON	2053298426	5/20/1992	5/21/1992
19910999	1991	"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF"	270	630 SIXTH STREET	ALEXANDRIA	RAPIDES PARISH	LA	71301						 	43	2	188	118	121	17	0	0	0	0	489	4652	322	4202	3238	5437	0	0	0	0	0	17851	0	10	215	112	14	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	2	0	17	0	0	0	0	0	0	0	0	89	23	8	1	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	240	133	17	0	489	30	0	7125	5289	0	0	0	12414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4987	450	0	0	0	5437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12112	5739	0	0	0	17851	205	115	0	0	62	73	9	17	65	86	0	0	28	0	4.8		CLAY R. VANDERLICK	3184731203	5/20/1992	8/18/1992
19910394	1991	"ALGOOD GAS DEPT, CITY OF"	297	108 E MAIN ST; P.O. BOX 49215	ALGOOD		TN	38501						TN	0	0	0	14	4	0	0	0	0	0	18	0	0	0	151	170	0	0	0	0	0	321	0	8	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	19	0	0	147	4	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	3	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	4	3	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0			DAVID DILLON	5379545	4/21/1992	5/21/1992
19910825	1991	ALL AMERICAN PIPELINE CO	300	"5500 MING, SUITE 300"	BAKERSFIELD	KERN	CA	93309	"333 CLAY ST., SUITE 2700"	HOUSTON		TX	77002	CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32921	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		 THIS PIPELINE IS NOT A DISTRIBUTION SYSTEM BUT RATHER CONSISTS OF ONE (1) SERVICE LINE PROVIDING GAS TO ALL AMERICAN PIPELINE COMPANY (OWNER OF THE LINE)ONLY AND IS CONSIDERED TO BE PART OF A STATION FACILITY.	JORDAN JANAK	7137504500	4/30/1992	5/21/1992
19910994	1991	ALL PRO GAS CO	329	5201 NW 9 AVE	FORT LAUDERDALE	BROWARD	FL	33309						FL	0	0	0	10	0	0	0	0	0	0	10	0	0	0	672	0	0	0	0	0	0	672	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	672	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	672	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5		ARTHUR E. BLAV	3057765961	5/20/1992	5/21/1992
19910837	1991	ALLERTON GAS CO	315	120 NORTH CENTRAL  BOX 537	ALLERTON	WAYNE	IA	50008						IA	0	0	0	6	0	0	0	0	0	0	6	0	0	0	329	0	0	0	0	0	0	329	0	4	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	6	79	0	298	31	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	31	0	0	0	329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.3		WILLIAM BUSS	5154374478	4/30/1992	5/21/1992
